,TSPC_corr,TSPC_qval
St6galnac6,0.10024101225102366,3.278280435995253e-09
Ankrd46,0.10021023221921554,3.3178603598917067e-09
Vps35,0.10013584349438966,3.4144983708372376e-09
U2af1l4,0.1001176682927316,3.438085163583449e-09
Manea,0.10001643985447668,3.5801950949187186e-09
Actr1a,0.10000295098619925,3.596351428427489e-09
Msi2,0.09996365432904775,3.65096079026375e-09
Apopt1,0.09996333475825413,3.65096079026375e-09
Fgfr1op2,0.0998264489640996,3.854954814809341e-09
mt-Nd1,0.09978591410422509,3.914841109185358e-09
Sin3b,0.09968039065728437,4.079307727674017e-09
Rnf170,0.09965107730205684,4.125851504176557e-09
Gipc1,0.0996205182720031,4.173027234314231e-09
Prorsd1,0.09949696235209293,4.381815400450309e-09
Rbm43,0.09946184753105049,4.4399759674975725e-09
Cotl1,0.09944210456899064,4.4732703452489185e-09
Commd4,0.09941811776208105,4.514508809229216e-09
Ubtd1,0.09935658064085993,4.6254305829826755e-09
Chmp2b,0.09933220796173817,4.66655350446388e-09
Ap1m1,0.09930892689197278,4.705970504174644e-09
Pfdn1,0.09927100524299681,4.7737070040464645e-09
Egln2,0.09923931619783989,4.8325690619175394e-09
Bet1l,0.09918262565830095,4.9391502606700256e-09
Tagln,0.0991792335700298,4.943549937161999e-09
Angptl2,0.09917730659938417,4.94504610801972e-09
Adgrf5,0.0991503890097355,4.995850560442755e-09
Mettl9,0.09914948799344762,4.995850560442755e-09
Nosip,0.09910503455110359,5.083337699373748e-09
Ralbp1,0.09910330064578006,5.084484132364509e-09
Cby1,0.09906232800562442,5.165859117352131e-09
Lrch3,0.0990611730681001,5.165859117352131e-09
Anapc5,0.09902835651323073,5.229724584154192e-09
Sdk1,0.09900571062248673,5.274919137314119e-09
Eif4h,0.09899056766335937,5.304529066215235e-09
Med7,0.09894363456985636,5.402641195594138e-09
Gm45187,0.09892958337764726,5.430576237413538e-09
Rps19bp1,0.09888952816146022,5.513179549415768e-09
Mtch1,0.09885641505953498,5.584095703916231e-09
Gchfr,0.09875585786044265,5.80504540954113e-09
Zbtb7c,0.09869841224123864,5.9342764996022775e-09
Eif3d,0.09867517860906545,5.986802999915555e-09
Rtraf,0.09860233896802802,6.160554886126039e-09
Dnpep,0.09858184900596274,6.2041338140713945e-09
Nectin3,0.09858117181793184,6.2041338140713945e-09
Nsmce1,0.09852744090313872,6.335574092505947e-09
Mbd3,0.09849640748786,6.405510409313189e-09
Diablo,0.09846696918198486,6.47267927263369e-09
Nat9,0.09846674127076369,6.47267927263369e-09
9530068E07Rik,0.09846344662474035,6.478179160784891e-09
Gpd2,0.09846143843975959,6.480362114162154e-09
Tmem159,0.0983718952974259,6.709432236143929e-09
Chmp4b,0.09834347698833043,6.779485849583306e-09
Vamp7,0.09832996060397838,6.812902021968737e-09
Rbbp8,0.0982455789474834,7.042204061736338e-09
Oip5os1,0.09817468374144603,7.2334428373178164e-09
Cct2,0.09817327389496583,7.234159127452592e-09
Suds3,0.0981671839699058,7.248342250729551e-09
Tspan15,0.0980865807172106,7.480673053973174e-09
Amacr,0.09808276399213653,7.488566494896548e-09
Katnb1,0.09802315645517666,7.664291882742027e-09
Cenpx,0.09799474180476224,7.747601687511803e-09
Ppm1a,0.09795659537677513,7.86207098358443e-09
Glrx3,0.09795441864680958,7.865242576458237e-09
Ppp2r5a,0.09794995727587515,7.875546852090002e-09
Tbc1d23,0.09789290896049631,8.048244995420884e-09
Ndufb6,0.09783523931525406,8.226654899023248e-09
Snapc5,0.09781755802309282,8.280654197481555e-09
Slc35a2,0.09780505943733621,8.317916841236698e-09
Pdlim7,0.09778337157434548,8.384964276093764e-09
Adamts15,0.09778246320577216,8.384964276093764e-09
Sdhaf4,0.09775373994888266,8.476934590005583e-09
Mfsd6,0.09774277646411154,8.50989103275693e-09
Des,0.09773455017187671,8.533728175406008e-09
Yipf3,0.09762850124531006,8.895082316507358e-09
Atp5g1,0.09760890870511858,8.960117977839e-09
Cct8,0.09755656226837073,9.143131320116485e-09
Psmd11,0.09753956877381464,9.200487328129586e-09
Dnajc21,0.09739027552677947,9.745325411996825e-09
Dpm2,0.0973111761463241,1.0049296926690523e-08
Plekha1,0.0972921418738687,1.012031187543445e-08
Bmp8a,0.09722843904357852,1.0372621480560152e-08
Prelid3b,0.09719039729011893,1.0524276615650879e-08
Dock8,0.0971825008503757,1.0552223431980855e-08
Mrpl35,0.09716289400108225,1.0627112449313452e-08
Lage3,0.09711128644636413,1.083714597179069e-08
Ndufs7,0.09708819530736895,1.0923702502485135e-08
Sugt1,0.0970846486516292,1.0931363523533451e-08
Cat,0.09705016053963016,1.107549491572197e-08
Ccdc88c,0.09703306483160143,1.1140037025168788e-08
Svbp,0.09702880300246502,1.1153265429557844e-08
Akt1s1,0.09702774066759058,1.1153265429557844e-08
Plekho1,0.09699293946443922,1.1301635764086535e-08
Ptrh1,0.09698714892708585,1.132224410346718e-08
Ywhah,0.09694334623885585,1.150821059120566e-08
Cdk2ap2,0.09693831099212703,1.1525772809038666e-08
Armc1,0.0969186260820594,1.1609909135619359e-08
Knop1,0.09686106835602094,1.1869651664108117e-08
Aga,0.09685285363866346,1.1902582723121533e-08
Zmat5,0.09673788101999883,1.2439902301296466e-08
Wdr83os,0.09672523136362493,1.2496056553662852e-08
Slc31a2,0.09669121585526658,1.265789730779236e-08
Rnf152,0.09665337305371921,1.284099538418741e-08
Sf3b6,0.0966408290754121,1.2898380169823369e-08
Txnl4a,0.09661328425886904,1.302641635446455e-08
Prcp,0.09652001304234345,1.3504141817863487e-08
Fitm2,0.09651347991057146,1.3532590003178239e-08
Tmem45a,0.09649025994500875,1.3649798855015197e-08
Exoc1,0.0964446355114888,1.3888988839332603e-08
Nmt2,0.09637785953782232,1.422391665326629e-08
Sept6,0.09637078436272077,1.4256866701019785e-08
Zfp91,0.0963601476207074,1.4309763695830812e-08
Smarce1,0.09632753538983035,1.448003448079944e-08
Elmo1,0.09630407774639643,1.4606585908483781e-08
Mdp1,0.09628083021485973,1.473300743514565e-08
Grk5,0.09620551851589373,1.5165038206058274e-08
Rrp7a,0.09616907072212293,1.5374992432990634e-08
Pdrg1,0.09609941602417417,1.5783505210567387e-08
Igsf9b,0.09607875118230473,1.590384218678136e-08
Vapa,0.0959842528531547,1.6480308205897075e-08
Kcmf1,0.09597052101929016,1.6557934618444944e-08
Atp5g2,0.09593736943918053,1.676515017116909e-08
Brox,0.09586799474376369,1.7215320277536478e-08
Selenos,0.09572295124167024,1.820363380905987e-08
Rnmt,0.09568990069512134,1.8413812173737093e-08
Hypk,0.09560737920500063,1.9003478762163857e-08
Uba2,0.09539547791316623,2.059003821161554e-08
Ranbp1,0.09538734854244031,2.0645681084357135e-08
Golga5,0.09534575064266332,2.095229309860985e-08
Rraga,0.09529040450419426,2.1385898318716364e-08
Lgals7,0.09524738109074068,2.1719944200505286e-08
Timm17b,0.0952468099257011,2.1719944200505286e-08
Rab13,0.09520655323215842,2.205009277204905e-08
Lsm6,0.09515485287276321,2.2474186027612536e-08
Eif3l,0.09511405703788166,2.2820218304572734e-08
Cryab,0.0950165217302888,2.3672716839415714e-08
Commd9,0.0950052165991332,2.376549574275183e-08
Blmh,0.09496555666247143,2.412030675467905e-08
Snx17,0.09490918313901545,2.4616490567089313e-08
Ostc,0.09487921698320798,2.4890755586540963e-08
Bnip3,0.09485626149744683,2.5089313625490184e-08
Ndufa4l2,0.09483386359178926,2.5295062039484658e-08
Dagla,0.09481297120183102,2.5487711510228415e-08
Mcu,0.09478142863562564,2.5787016772085573e-08
Mrpl46,0.09477242744482767,2.5844954894775717e-08
Fam92a,0.09477217500889829,2.5844954894775717e-08
Clstn1,0.09477217088976277,2.5844954894775717e-08
Gprc5b,0.09468452046585021,2.6705653429103238e-08
Imp4,0.09457820282956858,2.7792271711502873e-08
Tnfrsf12a,0.09456632821253047,2.7906834028515245e-08
Ndufaf3,0.0945402856365204,2.817432476448786e-08
Mrps16,0.09451575644810721,2.8427832202773385e-08
Sspn,0.0943609164659329,3.0149547444577855e-08
Bsg,0.0943570050401504,3.018153668216077e-08
Clba1,0.09434261748462548,3.032104431569984e-08
Tgfb1,0.09434182308083418,3.032104431569984e-08
0610009B22Rik,0.09434153048322709,3.032104431569984e-08
Thap7,0.09432657628552081,3.0481588660826414e-08
Crabp2,0.0942522183983965,3.1332581432833626e-08
Tex261,0.09424714806871584,3.137969660647132e-08
Mindy3,0.0942106781314476,3.1804811901333644e-08
Mrps34,0.09416911952606885,3.2272308279670584e-08
Tcta,0.09411393772615152,3.293022177453151e-08
Gapvd1,0.09409698371375826,3.312944655845835e-08
Cul5,0.0940652351279424,3.351830744599139e-08
Acad8,0.0940624044164658,3.3540002889170145e-08
Ric8a,0.09405339568357733,3.3640821169473435e-08
Cnn2,0.09403132298602361,3.390278600235425e-08
Arcn1,0.09403077270333325,3.390278600235425e-08
Spcs2,0.09396862678627173,3.468484347532075e-08
Epn1,0.09389593051058559,3.56271427125313e-08
Ndufv1,0.09385315608109347,3.6195922192982326e-08
Txndc9,0.09382444891415273,3.657741341295154e-08
Nans,0.09378242575912257,3.715032313570021e-08
Timp2,0.09374505317049785,3.766536035547232e-08
Mapkap1,0.0937204668379192,3.800238238867269e-08
Nat8f5,0.09369276875356666,3.838258829149366e-08
Dnajc14,0.09369198628921022,3.838258829149366e-08
Commd2,0.09363091629163756,3.9232046648228476e-08
Il1rl1,0.09360181133562487,3.963361467569054e-08
Sult2b1,0.09357556244782138,4.001296798051158e-08
Ccnc,0.09353101549024495,4.067698558579775e-08
Rtkn,0.09349370316243097,4.122090736186452e-08
Pfn2,0.09348346975116857,4.136333910969093e-08
Mrfap1,0.0934791739918264,4.1413010056106614e-08
Jup,0.09340563900126411,4.2527808201135815e-08
Gm15706,0.09339299749608074,4.2713552040761823e-08
Xpa,0.09338476332445435,4.2828600924112976e-08
Nfatc3,0.09329174363419158,4.434335585425822e-08
4930453N24Rik,0.09328608434169543,4.441940801550017e-08
Plet1,0.09321412495872194,4.560501002839349e-08
Emc6,0.09318554103091706,4.607702872541119e-08
Hdlbp,0.09308044066133993,4.788395078230684e-08
Kcnk12,0.09306315553456157,4.817669788854769e-08
Leprotl1,0.09303946187151964,4.8588455687470695e-08
3110040N11Rik,0.09301780108617747,4.896609513617232e-08
Eif5,0.09299902745988883,4.929292085933772e-08
Shf,0.09295539987536235,5.008872190775967e-08
Ccdc80,0.09294402266215723,5.028254619457491e-08
Nr1h2,0.09288596865067665,5.13721167466755e-08
Mettl23,0.09286577973091038,5.172020189807702e-08
Timm10b,0.0928090878057908,5.281294371559052e-08
Rnf2,0.09276361932198247,5.370103580007659e-08
Hmgcr,0.09274495666853545,5.403344459726e-08
Cops3,0.0927348843220071,5.4215504261001465e-08
Fnta,0.09272845634075344,5.432371088910006e-08
Pop7,0.09271067178435045,5.464187869229791e-08
Tpr,0.09269539569891744,5.493324755960396e-08
Phospho2,0.09262410930563342,5.637628114798363e-08
Dnal4,0.09261101650429429,5.663020497154764e-08
Syk,0.09259289657069948,5.699267148071424e-08
Fam173a,0.09249988789278578,5.894177655732285e-08
Smim10l1,0.09249674994383668,5.896161425205885e-08
Taf10,0.09249031397115239,5.907925073995456e-08
Krt10,0.09247293030839002,5.944054841856168e-08
Bin3,0.0924577088362743,5.97555554004806e-08
Lyrm9,0.092415982922892,6.06462545607662e-08
Rabl6,0.09238961196893916,6.122258844801581e-08
Borcs5,0.09235232088315123,6.205742509188685e-08
Zfpl1,0.09232653697051837,6.260682076190873e-08
Tdg,0.09230752777409766,6.300105996560554e-08
0610010K14Rik,0.09229011600167458,6.335986082376841e-08
St3gal2,0.09227555929414472,6.367922793893647e-08
Scn1b,0.0922346541887541,6.46068990410742e-08
Cers6,0.09223204566498377,6.464298246918703e-08
Aebp2,0.09219024164636146,6.563367463233676e-08
Atraid,0.09212896893581118,6.71254516757753e-08
Ube3c,0.0921236236359173,6.723158378424223e-08
Snx12,0.09208706322469017,6.809894359472172e-08
St7,0.09205003844636919,6.901781793680595e-08
Uqcrfs1,0.09202885422581418,6.95365995218301e-08
Fkbp8,0.09202687463402996,6.955906292503609e-08
Ptprs,0.09192832118966271,7.213281424805732e-08
Atp6v1e1,0.09188658609533512,7.32328706890911e-08
Hnrnpul2,0.09184005037500705,7.448222444146445e-08
Rpl36al,0.09177109150579055,7.638696966148906e-08
Ikbke,0.09174786480162345,7.701792724595312e-08
Nqo2,0.09173277196791645,7.741939947261907e-08
Zfp365,0.09170262527961598,7.825973531746715e-08
Tpst2,0.09169141209671677,7.85216072753906e-08
9130401M01Rik,0.09166886191417041,7.914978548875963e-08
Cox6a1,0.09165269641339113,7.95937860095574e-08
Nsf,0.09161195209196009,8.074100222161373e-08
As3mt,0.09156933346080524,8.199514550150577e-08
Ccdc90b,0.0915501265659981,8.254778404629882e-08
Zfp462,0.09149725551402914,8.407922290021122e-08
D630033O11Rik,0.09142960881449831,8.616659808226403e-08
Pop4,0.09140544396229985,8.686019610980414e-08
Sec61a1,0.09140505525929665,8.686019610980414e-08
Mrps15,0.09140285040245633,8.689543034669148e-08
Nsrp1,0.09138931778745293,8.726049179746496e-08
Zfhx3,0.09133746448822698,8.8916382794393e-08
Wdr60,0.09131319142882781,8.968236128170683e-08
Ccser2,0.09126540703764592,9.124532586125795e-08
Acaa1a,0.0912451989795,9.189245483168405e-08
Ass1,0.09122079323402178,9.264983374413745e-08
Pfdn4,0.09118195847704186,9.391304131513616e-08
Bola1,0.09113409398226893,9.551118134296912e-08
Sfn,0.09105822438732566,9.814557899844174e-08
Gm32219,0.0910441920074778,9.857475044224514e-08
Itga2,0.09104118222217572,9.864402105581266e-08
Synm,0.0909999343792811,1.0011647825210409e-07
Ntmt1,0.0909890932998296,1.0046551938016679e-07
Frmd6,0.09098828992710283,1.0046551938016679e-07
Ik,0.09097226174277732,1.0097897352752115e-07
Ndufs3,0.09096320139114988,1.0127575142207233e-07
Gss,0.09095267165257076,1.016284520870948e-07
Mrpl15,0.09094324928479919,1.0194071149259309e-07
Vapb,0.0909092207186154,1.0318588082175519e-07
Scx,0.09090465597306562,1.0331760960751928e-07
Gdpd5,0.09086534759238216,1.0478277067073043e-07
Eml6,0.09083768270919776,1.0581325574541384e-07
Tiprl,0.09082502181249837,1.0622152077722825e-07
Srgap1,0.0907799906648091,1.0795383219500145e-07
Eif3g,0.09077704370008645,1.0802714488418058e-07
Arhgap44,0.0907677561300902,1.0835314518499176e-07
Cyth2,0.09071348070046605,1.104943392671445e-07
Itga5,0.09060867251182302,1.1474264723948716e-07
Actn4,0.09060748757028496,1.1474611184870958e-07
Ghdc,0.09058791115917246,1.1552770119253187e-07
Dusp28,0.09052439057662837,1.1820685377753668e-07
Sar1a,0.0905143562337755,1.1859512856177448e-07
Mrpl12,0.09050186059980535,1.1904404584693755e-07
Pja2,0.09049097473361804,1.1942408595172766e-07
Gm15902,0.0904707889701969,1.2026348961455866e-07
mt-Co1,0.09042529955495937,1.2223799859232437e-07
Ift46,0.09039848430842085,1.2339618615872814e-07
Ppp6c,0.09039138575109291,1.2366786919536851e-07
Dlk1,0.09038654964144355,1.23837384491125e-07
Exosc3,0.09034217878627117,1.2581717721684147e-07
Mkrn1,0.0903306682767161,1.2629806489501266e-07
Rab5b,0.09029728979928449,1.2780042509058972e-07
Camk1,0.09024587587421262,1.3012445120728508e-07
Anapc15,0.09022960480730217,1.3079650702661871e-07
Stx12,0.09018788107093619,1.3275544952258483e-07
Plaa,0.09014260382269158,1.3486385314556516e-07
Gm43154,0.09012998803748615,1.3543301502671258e-07
Ing4,0.0900893019214015,1.374071306820785e-07
Dync1li2,0.09006947105470038,1.3835097169297578e-07
Dnlz,0.09000051811700598,1.4182269950390806e-07
Atp8b2,0.08998225453710097,1.4271425761510188e-07
Nkiras2,0.08992948787043471,1.453725495264647e-07
Tma7,0.0899029845394727,1.4672606266914123e-07
Rnf126,0.08979582769010727,1.5244867330633118e-07
Zfp867,0.0897840286215779,1.5304413017269834e-07
Efnb2,0.08973474808115844,1.5569101517560853e-07
Nkap,0.08972548311519565,1.5615465210037948e-07
Txn2,0.08957280101502704,1.6494045021042454e-07
Washc3,0.08956056026179558,1.6560972877190372e-07
Stxbp3,0.08954124609278503,1.667095395326797e-07
Ap2b1,0.08951162963202315,1.6837846670773917e-07
Mdm2,0.08950692999788921,1.6859893828615036e-07
Dbnl,0.0895015544554669,1.688611546766337e-07
Nsdhl,0.08943745907428514,1.72698904437313e-07
Rec114,0.08941169151380644,1.7425188524578847e-07
Frmd4b,0.08940986928745523,1.7429781929773332e-07
Phtf1,0.08938907108945914,1.7554804646166534e-07
Nsmce3,0.08934319899970336,1.7842173151489466e-07
Glo1,0.08932087820073463,1.7979981860373394e-07
Map4,0.08931509629908012,1.8005563711652575e-07
Hoxc10,0.08927872113252332,1.8235041979058794e-07
Tnks1bp1,0.08926754445665415,1.8301766574958338e-07
Naa20,0.08919406982787262,1.8780331883342393e-07
Ube2b,0.08918661036802614,1.8816200854581225e-07
Cdc40,0.08918489309501224,1.8820451323357705e-07
Abhd8,0.0891830127291611,1.882581664068508e-07
Gtf2f1,0.08916611258091149,1.8933817128619076e-07
Mrgbp,0.08915119815142335,1.902874378192784e-07
Ap1s1,0.08913963793284478,1.910094286779054e-07
Car5b,0.08912250840216775,1.9212069339639218e-07
Klhl9,0.08906074939589859,1.963812969506333e-07
Rnf14,0.08899704110190616,2.0079558680776196e-07
Mycbp,0.08898363650159007,2.0169049243273766e-07
Ten1,0.08894893604768117,2.041528951165517e-07
Hook3,0.08887676260221614,2.0945714913586504e-07
Gm14055,0.08887281500941598,2.096730282170674e-07
Cyth1,0.08886888408515758,2.0980531965881461e-07
Cmc2,0.08883073097071066,2.1254458509428157e-07
Ccdc59,0.08882802204128534,2.1266866911559512e-07
Dag1,0.0888263389252388,2.1271417245204838e-07
Gng5,0.08879371629174482,2.1506125910655397e-07
Mrps24,0.08875356539506185,2.1808517158326492e-07
Bmp3,0.08875278601384962,2.1808517158326492e-07
Dym,0.08872366210074417,2.2021210097893605e-07
Tsen15,0.08867969828805838,2.235501679944331e-07
Tlr4,0.08863292946952304,2.2725529273301507e-07
Cilp2,0.08853279449887598,2.3549442075041494e-07
Uxt,0.08850996428472804,2.3734134893470914e-07
Pgm2,0.08849432924238472,2.385848905801566e-07
Rrp1,0.0883791521395092,2.4836520548501653e-07
Stk25,0.08831664991209336,2.536981940529376e-07
Atp1b3,0.08826030603774569,2.587725494475802e-07
Mthfd2,0.0882488169688051,2.5966716884802963e-07
Dnajc2,0.08824849769729003,2.5966716884802963e-07
Ndfip2,0.08824527651512057,2.598657572953933e-07
Vps37b,0.08816215038493863,2.6740466636871594e-07
Jade1,0.0881357580534643,2.6983726243670664e-07
Car8,0.08811534766671955,2.7128750165472865e-07
Psmb2,0.08806251435129187,2.763548695099482e-07
Atp6v0c,0.08804584745459942,2.778985846311247e-07
Wdr83,0.08802219717414485,2.8014896268860896e-07
Fez2,0.08796367819884122,2.8595656921737046e-07
Myo9b,0.08792235170660677,2.899826905541894e-07
Drg2,0.08788441748793206,2.936468964446653e-07
Cct7,0.08788391647473968,2.936468964446653e-07
Mrps36,0.08783747330811911,2.9843712137588374e-07
Otub1,0.08779420718850149,3.0287251941402747e-07
Papola,0.08779153294667638,3.0301445021013236e-07
C1galt1c1,0.08777952201767923,3.041970399214505e-07
Glis2,0.08777676205926609,3.043789444988124e-07
Cetn3,0.0877543334591725,3.067031775510347e-07
Tmem63b,0.08762198725510546,3.212541540027295e-07
Ccdc88a,0.08749551427882574,3.3590058002008143e-07
C1galt1,0.08748412295853024,3.3703081579965933e-07
Pak1ip1,0.08748389184191757,3.3703081579965933e-07
Thyn1,0.08746824690563548,3.3877869910713417e-07
Yars,0.08745979621813002,3.396663947569021e-07
Actl6a,0.08736645783073659,3.5083944253890716e-07
Dda1,0.08728333855543179,3.607805881928417e-07
Fam98c,0.08726736013110795,3.6269048698839474e-07
Ubap1,0.08724171533432441,3.658611608913884e-07
Rps27l,0.08721865851704337,3.6857922098219247e-07
Tpgs1,0.08718382152944129,3.730119088137048e-07
Slc41a2,0.08715010248007633,3.7734682586932717e-07
Nfic,0.08711885296384633,3.8139707263662634e-07
Sec11c,0.08711266553863457,3.819406220280912e-07
Tmc6,0.0870795538690174,3.8599953685205755e-07
Pip5k1c,0.08707954122305574,3.8599953685205755e-07
Ube2i,0.08700940800950172,3.955390211178496e-07
Frg1,0.08700753635739748,3.9564966718987147e-07
Sbds,0.08698069633030958,3.991151302895299e-07
Hmgb3,0.08696712854174031,4.005743856580208e-07
Faf1,0.08684979448397236,4.1735576295465384e-07
1810037I17Rik,0.0867643577757273,4.297931676845054e-07
Mfsd1,0.08675031361293829,4.3176139958056924e-07
Cyb561d2,0.08674361196412694,4.3261767013777423e-07
Chmp1b,0.08661879600536394,4.515405387883056e-07
Ddb1,0.08656445260384123,4.600807878597894e-07
Mark3,0.08655260961573064,4.6182547582993924e-07
1700021F05Rik,0.08652800185355213,4.6566155794461187e-07
Cyb5r4,0.08645339138365984,4.778498350720728e-07
Gpr35,0.0864302772661967,4.813794513648548e-07
Dpy30,0.08639632468198888,4.869673235892966e-07
Commd7,0.08634546112973215,4.955493867364604e-07
Thumpd3,0.08633919645378998,4.964516554287683e-07
Slc25a46,0.08630726991425598,5.01851970155291e-07
Hdac2,0.08629017089655787,5.044880876306403e-07
5033421B08Rik,0.08618448626549274,5.227295212018317e-07
Nt5m,0.08617598324862041,5.240904215716645e-07
Eif3c,0.08614695828940235,5.29243417158919e-07
Itfg1,0.08599423922148652,5.580695233561274e-07
Tomm7,0.08597161574714843,5.622863156014217e-07
Sae1,0.08595017989327787,5.662989699725371e-07
Lrrc42,0.08594773247299815,5.665697734721499e-07
Schip1,0.08593692821850235,5.684975211521576e-07
Cox17,0.08593524869356875,5.686169655181854e-07
Dnajc17,0.08592222664791416,5.709697895924146e-07
Tsnax,0.0858519415112778,5.845142581755089e-07
Gnl3l,0.08580682677711036,5.935618932483566e-07
Ndufs5,0.08577479640349457,5.99974989974951e-07
Rab1a,0.0857627293875,6.020790088551698e-07
Trappc13,0.08575510818109168,6.034539322688538e-07
Psph,0.08573735315672319,6.069715285997336e-07
Trim30d,0.08572638499458718,6.087453680166003e-07
Pdha1,0.0857037653637071,6.129663624721036e-07
Crabp1,0.08569969561020543,6.133767479044034e-07
Rfxap,0.08568249150386849,6.168321630266914e-07
Emc8,0.08561143908511983,6.320419573226283e-07
Zc3h14,0.08560200370329232,6.338834033411237e-07
Ddx24,0.0855626922352755,6.423706915090261e-07
Scml4,0.08555517315973199,6.438121057618724e-07
Cttn,0.08552408552713839,6.505654931187841e-07
Fam207a,0.08551440775128129,6.525141457690749e-07
Lsm4,0.08551315322182093,6.525553278606564e-07
Gmfb,0.0854244149792384,6.727342032416696e-07
Narf,0.08539845192636907,6.785724640464124e-07
Agpat3,0.08535582605520994,6.88428540609071e-07
Smim13,0.0853380057119289,6.919246402882248e-07
Actg2,0.08529333735104018,7.024652739675352e-07
Wbp2,0.08524281318954516,7.143440797747083e-07
Atp5a1,0.08518917813815685,7.266602809640596e-07
Vps4a,0.08515758240844605,7.343809402339493e-07
Pnpla8,0.0851170053147223,7.44491069491179e-07
Tom1,0.08509567282092156,7.49728239001529e-07
Plekhf1,0.08508690987744678,7.517257172471525e-07
Hnrnph2,0.08506954796048455,7.558326031167029e-07
Chchd6,0.08506286484367827,7.57161676324513e-07
Rnaseh2c,0.08500568856487023,7.717053219609379e-07
Slc30a9,0.08500096357554485,7.726806853113775e-07
Atp6v1d,0.08499515731398564,7.739464386153901e-07
Zfp706,0.08496309715514407,7.822774876849639e-07
Orc6,0.08492846976281757,7.911042422619633e-07
Col5a2,0.08490905049721974,7.958384804778487e-07
Ccz1,0.08490301026926007,7.972055457239952e-07
Zmat2,0.0848607129539439,8.083316634236332e-07
Cnbp,0.08482403459098715,8.177200111945007e-07
Rbck1,0.08479778479128311,8.245484387052652e-07
Mrps18a,0.08477965147063639,8.294140843528189e-07
Bckdha,0.08475181564556476,8.37101803497243e-07
Ccdc97,0.08470751606213253,8.493512014088302e-07
2610507B11Rik,0.08467552673187577,8.584441395687867e-07
Strap,0.08466200748277997,8.620878697615894e-07
Ttc7,0.08461295352322028,8.755255063408175e-07
Vps51,0.08453693478478463,8.983876249537392e-07
Cmtm8,0.08442301546307951,9.332184920917707e-07
Adgre5,0.08441383502505806,9.358219054618636e-07
Cmas,0.08440951696734468,9.368674151435244e-07
Cant1,0.08435421212890222,9.54468455080009e-07
Acadm,0.08433493926125403,9.604481849124949e-07
Smu1,0.08431098242721427,9.680175923705864e-07
Cpsf2,0.08428915488814386,9.749327319544613e-07
Btf3,0.08428041391700213,9.775013666249306e-07
Mydgf,0.08426447943050594,9.824958078361063e-07
Wars,0.08425329472906778,9.859090368744185e-07
Rcan1,0.08420918698905573,1.0005544688770029e-06
Degs1,0.08419892083375537,1.0037125148433635e-06
Tmed9,0.08419433778725634,1.0047897959020084e-06
Dhx32,0.08419366054480858,1.0047897959020084e-06
Rab22a,0.0841559780942699,1.0170954995513645e-06
Smurf2,0.08414967439289149,1.0189215215281292e-06
Maco1,0.08410672154769452,1.0336314686574578e-06
Tars,0.08407162143156036,1.0453546859486198e-06
Zfp651,0.08402075402332226,1.0633051326782716e-06
Rhog,0.08401213157890969,1.0656768457543876e-06
Cndp2,0.08397964456649215,1.0771719165466503e-06
Trim2,0.08395898122720391,1.0844076285107184e-06
Fam214b,0.08377722934853785,1.152522238269146e-06
Arhgap17,0.08377233364073848,1.154028633423935e-06
Selenot,0.08375110719121488,1.1619849276201326e-06
Sec14l1,0.08373980145671603,1.1656250951963143e-06
Hist3h2a,0.0837272140670344,1.170210326021018e-06
Alg3,0.08372579107415039,1.1703543714003713e-06
Ppp1r13l,0.08372339233747861,1.1708876431769128e-06
Klf12,0.08369657379849402,1.1812033507753448e-06
Ltbp1,0.08367562756278389,1.188797879135436e-06
Snrnp25,0.08363751018029383,1.2038857157125546e-06
Sike1,0.08363329565848744,1.2051784138517137e-06
Tax1bp3,0.08359868990696434,1.218570601298566e-06
Idh3g,0.0835942202824279,1.219984607541199e-06
Nagk,0.08358387899488154,1.2238415873982611e-06
Il17rd,0.08356709034821126,1.2304046404218034e-06
Gtf2a2,0.08355394580489789,1.2354703148568053e-06
Arpin,0.08352838024780224,1.2458041724600421e-06
Rab8a,0.08344084278307763,1.2820187655018128e-06
Gm7361,0.0834145417966248,1.2930508096397739e-06
Zdhhc18,0.08340745568122283,1.2956986332713442e-06
H2-Ke6,0.08340230431713039,1.2974701672270361e-06
Rbms2,0.08340131334162479,1.2974701672270361e-06
Ino80e,0.08339485742896231,1.299382851251735e-06
Ccdc115,0.08337144853457816,1.3092740565110895e-06
Phf3,0.08336778432326031,1.310432609210457e-06
Necap2,0.08336261315121025,1.3122628870154565e-06
Stmn1,0.08329385048249684,1.3422554758974083e-06
Col22a1,0.08328753113479129,1.3442903658348902e-06
Uqcr11,0.08328726858684615,1.3442903658348902e-06
Saysd1,0.0831908812953653,1.3874134327992074e-06
Derl2,0.08315111584625566,1.405207817186788e-06
Capn5,0.08314174147107423,1.409168729120334e-06
Gabarap,0.08303817407727744,1.4573276682102999e-06
Sox13,0.08299826506875162,1.476566697229013e-06
Pdzd2,0.08292130673095208,1.5148956567599933e-06
Tmem17,0.08291449950470722,1.517838944535251e-06
Dcaf11,0.08289966095143812,1.5249145644806905e-06
Ndufa9,0.08287801986307339,1.535541549308901e-06
Ube2z,0.08285895113522451,1.5448992238689485e-06
Cldn3,0.08285354938712806,1.5471655921702016e-06
Cyp20a1,0.0828483534367252,1.5493277879517961e-06
Bod1,0.08278783690757895,1.579572110383266e-06
