source,target,ligand_complex,receptor_complex,rank_innervated,rank_denervated,delta_rank
Tenocyte,Tenogenic-progenitor,Tgfb1,Tgfbr1_Tgfbr2,0.45202261557739004,0.4447141595239629,-0.007308456053427115
T-FAP,Tenogenic-progenitor,Lpl,Cd44,0.45204733276290643,0.11637537462388735,-0.33567195813901907
Smooth_muscle,Tenogenic-progenitor,C1qb,Lrp1,0.45204989342569685,1.0,0.5479501065743031
Stromal,Smooth_muscle,Inhba,Actr2,0.45207761703632227,1.0,0.5479223829636777
T-FAP,Stromal_other,Ncam1,Fgfr2,0.45212023669498125,0.5209294478018587,0.06880921110687743
Smooth_muscle,TSPC,Col1a2,Itga9_Itgb1,0.45213433656792296,0.42187440239550916,-0.030259934172413794
TSPC,Stromal,Hras,Cav1,0.4521739579448691,0.7781537693906772,0.32597981144580807
Smooth_muscle,Stromal_other,Tgfb2,Tgfbr1_Tgfbr2,0.4521876350121555,0.5615433175686592,0.10935568255650369
Stromal,Tenocyte,Psap,Ar,0.45221878856311915,0.4221938704054496,-0.030024918157669556
Stromal,Stromal,Vcl,Itgb5,0.4522372780005377,0.6858991591359518,0.23366188113541408
Stromal_other,Stromal_other,Inhba,Tgfbr3,0.4522976730673146,0.4606684114507385,0.008370738383423892
Tenogenic-progenitor,TSPC,Tgfb1,Cav1,0.45230060303265995,0.8728337724433461,0.4205331694106862
Stromal_other,Macrophage,Lama2,Rpsa,0.4523032494112778,0.3522437148164033,-0.10005953459487449
TSPC,Tenogenic-progenitor,Wnt2,Fzd1_Lrp6,0.4523526996254054,0.4209053801012654,-0.03144731952414004
Tenogenic-progenitor,Tenocyte,Mfge8,Pdgfrb,0.452363933041232,0.3912803499525288,-0.06108358308870321
Stromal,Tenogenic-progenitor,Sorbs1,Insr,0.45237813536468924,0.517655117580941,0.06527698221625172
Tenocyte,TSPC,Tgfb2,Tgfbr3,0.45242726802625066,0.35627274084077215,-0.09615452718547851
T-FAP,TSPC,Gnai2,Igf1r,0.4524906079877124,0.34638488143342316,-0.10610572655428924
Endothelial,Tenocyte,Pdgfa,Pdgfrb,0.4525178094253844,0.5103079405633942,0.05779013113800985
Endothelial,Tenocyte,Tgfb1,Itgb5,0.45255395292561384,0.37839949736630696,-0.07415445555930689
Tenocyte,TSPC,Angptl4,Sdc4,0.45255668507344554,0.27293915015576947,-0.17961753491767607
Stromal,T-FAP,Actr2,Ldlr,0.4525728560682981,0.44328949478486745,-0.009283361283430658
Endothelial,T-FAP,Col6a3,Sdc1,0.45262790773318134,1.0,0.5473720922668186
Stromal,Tenogenic-progenitor,Col4a5,Itga2_Itgb1,0.4526360199739717,0.8053480285003836,0.3527120085264119
Smooth_muscle,Tenocyte,Adam12,Sdc4,0.452641181333371,0.5499267996895951,0.09728561835622412
T-FAP,Endothelial,Hspa8,Adrb2,0.45272568644621675,0.25524370579291317,-0.19748198065330358
T-FAP,Stromal_other,Col18a1,Gpc1,0.45273802613007724,0.4759994045855191,0.02326137845544185
Stromal_other,Stromal_other,Lamb1,Dag1,0.45280738244154217,0.8180341585573765,0.3652267761158343
TSPC,Macrophage,Col4a1,Cd44,0.4528102004119743,0.4184487661338362,-0.03436143427813809
Smooth_muscle,Stromal_other,Lamc1,Itga1,0.45283096561208463,0.2678805148096968,-0.1849504508023878
Stromal,Stromal,Tgfb2,Tgfbr3,0.4528707522615871,0.40505606864272437,-0.04781468361886271
Endothelial,Macrophage,Cxcl12,Itgav,0.4529341270580495,0.26333584147650035,-0.18959828558154912
Stromal_other,T-FAP,Pf4,Ldlr,0.45295832320093987,0.8009189195690816,0.3479605963681417
Tenogenic-progenitor,Tenogenic-progenitor,Vegfa,Egfr,0.45295832320093987,0.5355899004641941,0.08263157726325421
Tenogenic-progenitor,Stromal,Mif,Egfr,0.4529975068309259,0.24702864098173058,-0.2059688658491953
Stromal_other,Endothelial,Wnt5b,Fzd5_Lrp6,0.4530228205257154,0.7531898253995108,0.30016700487379544
Stromal_other,Endothelial,Wnt5b,Fzd5_Lrp5,0.4530228205257154,0.7531898253995108,0.30016700487379544
T-FAP,Tenogenic-progenitor,Igfbp4,Fzd8,0.45306379542663056,0.4275653096957511,-0.025498485730879483
Stromal_other,Stromal_other,Nampt,Itga5_Itgb1,0.45312359875614727,0.44173435326680144,-0.011389245489345834
Macrophage,Macrophage,Plau,Itgb5,0.45312359875614727,0.5331806416198969,0.0800570428637496
TSPC,T-FAP,Cxcl12,Ackr3,0.4531483448039472,0.843916293403582,0.39076794859963476
TSPC,Macrophage,Col1a2,Itga9_Itgb1,0.4531517470133042,0.42914150470101564,-0.024010242312288543
Smooth_muscle,Tenogenic-progenitor,Tgfb1,Tgfbr1_Tgfbr2,0.45317870065752425,0.46213474718957614,0.008956046532051898
Macrophage,TSPC,Anxa2,Tlr2,0.4532338075842302,0.30297445394426126,-0.15025935363996895
Endothelial,TSPC,Nid1,Itgb3,0.45325107568649475,0.5563537715136122,0.10310269582711745
Stromal_other,Stromal_other,Lpl,Sdc1,0.45328891953657163,0.5158203607754683,0.0625314412388967
Smooth_muscle,Smooth_muscle,Tfpi,Sdc4,0.45328891953657163,0.5051950918447904,0.051906172308218756
T-FAP,T-FAP,Spon2,Itgb1,0.4533174701171736,0.7557972851094337,0.30247981499226007
Macrophage,T-FAP,Tgfb1,Eng,0.4533440365148536,0.7392530758274184,0.2859090393125648
Stromal,T-FAP,Tgfb1,Cav1,0.45339915851938156,0.6126326532539386,0.159233494734557
Stromal_other,TSPC,Cthrc1,Ror2,0.45340204605306467,0.5027121296171453,0.04931008356408062
Tenocyte,Tenogenic-progenitor,Tfpi,Vldlr,0.4534095894443762,0.29242843116403755,-0.16098115828033865
Stromal_other,Endothelial,Col1a2,Itgb3,0.4534095894443762,0.45781061791439553,0.00440102847001933
Endothelial,Stromal_other,Adam10,Il6ra,0.4534542855504619,0.31306780333491296,-0.14038648221554895
Stromal,Stromal,Tnn,Sdc1,0.4534542855504619,1.0,0.546545714449538
TSPC,Endothelial,Lamc1,Dag1,0.4534866308417956,0.2476478294913511,-0.20583880135044447
TSPC,Macrophage,Lrpap1,Ldlr,0.4535094176083987,0.5079845378313239,0.05447512022292522
Tenocyte,Smooth_muscle,Fst,Bmpr2,0.4535645546934991,0.3007605836194332,-0.1528039710740659
Macrophage,Stromal,Vcl,Itgb5,0.4535645546934991,1.0,0.5464354453065009
Endothelial,Smooth_muscle,Apoe,Abca1,0.45357122448335635,0.4430887626002695,-0.010482461883086824
Tenocyte,Macrophage,C1qb,Lrp1,0.4536196968060678,1.0,0.5463803031939323
Stromal,Tenocyte,Col11a1,Itga1_Itgb1,0.4536395100994009,0.3327105351467083,-0.12092897495269261
Tenogenic-progenitor,Endothelial,Col14a1,Itga1_Itgb1,0.4536558269777377,0.23458796380600414,-0.21906786317173357
Tenogenic-progenitor,Endothelial,Col4a5,Itga2_Itgb1,0.45366741781706665,0.6761311631119234,0.2224637452948568
TSPC,Stromal_other,Fgf1,Fgfr1,0.45367484394641044,0.32732864789590027,-0.12634619605051017
TSPC,Stromal,Adam9,Itgb5,0.45369501277478846,0.49388147550287526,0.04018646272808679
Smooth_muscle,Stromal,Tgfb1,Itgb3,0.453785153311641,0.7131742731082238,0.2593891197965828
Tenocyte,Stromal_other,Cthrc1,Ror2,0.4538250585249235,0.5459093894793059,0.0920843309543824
TSPC,Macrophage,Jam3,Itgb1,0.453895482791635,0.4142820306194913,-0.03961345217214368
Tenogenic-progenitor,TSPC,Vegfa,Itgb1,0.4539096875777088,0.3852134959416737,-0.06869619163603508
Stromal_other,TSPC,Tnc,Egfr,0.45394880059111586,0.44913832933553227,-0.004810471255583593
Smooth_muscle,Smooth_muscle,Sema4c,Plxnb2,0.4539506550754326,0.5462500952919157,0.09229944021648312
T-FAP,Tenocyte,Ptn,Ptprs,0.4540122599860842,0.35468644065023963,-0.09932581933584456
Tenogenic-progenitor,Smooth_muscle,App,Lrp6,0.45407897224161353,0.3607288290367297,-0.09335014320488383
Smooth_muscle,Stromal,Jag1,Notch2,0.45411620210569575,0.3882754184406457,-0.06584078366505003
Tenocyte,Smooth_muscle,Tgfb2,Acvr1_Tgfbr2,0.4541989925983327,0.48263250035028094,0.02843350775194825
Tenocyte,Smooth_muscle,Tgfb2,Acvr1_Tgfbr1_Tgfbr2,0.4541989925983327,0.48263250035028094,0.02843350775194825
Macrophage,Stromal_other,Cd14,Itgb2,0.4542482923165649,0.23402109415086209,-0.2202271981657028
Stromal,T-FAP,Angptl4,Itgav_Itgb3,0.45428179441068295,1.0,0.545718205589317
Stromal,Tenogenic-progenitor,Mif,Egfr,0.4543296316060315,0.34643877150495944,-0.10789086010107207
Macrophage,TSPC,Il1rn,Il1rl2,0.4543754896847028,1.0,0.5456245103152972
Tenogenic-progenitor,Smooth_muscle,Hbegf,Cd9,0.454417647802481,0.4169401514828998,-0.037477496319581194
Stromal_other,Stromal_other,Sorbs1,Itga1,0.4544408185899596,0.9654495966621773,0.5110087780722177
Stromal_other,Stromal_other,Thbs3,Itgav_Itgb3,0.45450265459228045,1.0,0.5454973454077195
TSPC,T-FAP,Col18a1,Itga5,0.4545578822185781,0.7978272577013605,0.3432693754827824
TSPC,Endothelial,Igf1,Igf2r,0.4545578822185781,0.5585997887654691,0.104041906546891
Stromal,Tenogenic-progenitor,Tln1,Itgb5,0.4545836184758583,0.43287181194953156,-0.02171180652632676
Stromal,Stromal,Thbs2,Itgav_Itgb3,0.45458703869927886,0.522528700588542,0.0679416618892631
TSPC,Smooth_muscle,Thbs1,Sdc1,0.4546471276340934,0.3920321143415087,-0.06261501329258468
Tenogenic-progenitor,Smooth_muscle,Vegfa,Itgav,0.45466835257039073,0.43491911294176466,-0.01974923962862607
Tenocyte,Tenocyte,Cd14,Itgb1,0.45466835257039073,1.0,0.5453316474296093
Smooth_muscle,T-FAP,Fn1,Itga2b_Itgb3,0.4546717474267323,1.0,0.5453282525732677
Stromal_other,Smooth_muscle,Col1a2,Cd36,0.4546985907342346,0.20701059003785496,-0.2476880006963796
Stromal_other,T-FAP,Slit2,Robo1,0.4546985907342346,0.1983233418083493,-0.25637524892588526
Smooth_muscle,TSPC,Sorbs1,Itgb5,0.45471064176863096,0.22622871454569032,-0.22848192722294064
Tenocyte,Stromal,Tgfb1,Itgb3,0.454723595296518,0.7087172640936055,0.25399366879708746
TSPC,Stromal,Psap,Ar,0.4547564650068745,0.1454367374194199,-0.30931972758745463
Macrophage,Stromal,Pdgfb,Pdgfra_Pdgfrb,0.4548893536794496,0.6685185800815086,0.21362922640205895
TSPC,Tenogenic-progenitor,Lama2,Dag1,0.4548893536794496,0.7032271136178883,0.24833775993843865
Stromal_other,Stromal,Fbn1,Itgb3,0.45492592672518184,0.6203343049845184,0.16540837825933652
Tenocyte,Endothelial,Inhba,Bambi,0.454944616542963,0.4991809315491521,0.04423631500618913
Tenogenic-progenitor,Stromal_other,Wnt11,Fzd6,0.45495634882268277,0.295860359259733,-0.1590959895629498
T-FAP,TSPC,Lrpap1,Ldlr,0.45499988444158795,0.4573063349402485,0.0023064504986605727
Endothelial,TSPC,Lama4,Itga9_Itgb1,0.4550551573756298,0.454236071869851,-0.0008190855057788049
TSPC,Stromal,Tgm2,Sdc4,0.4550551573756298,1.0,0.5449448426243702
TSPC,Endothelial,Nid1,Itgav,0.455095423854114,0.5260186704775957,0.07092324662348165
TSPC,Smooth_muscle,Tgfb2,Tgfbr3,0.45511043534539497,0.5528108267269191,0.09770039138152409
Stromal,TSPC,Dlk1,Notch2,0.4551657183511886,1.0,0.5448342816488114
Stromal,TSPC,Tgfb1,Cav1,0.4552189339912732,0.7972433570706379,0.34202442307936465
Stromal,Tenocyte,Adam15,Itgav,0.4552210063933167,0.48134606234406035,0.02612505595074366
Tenogenic-progenitor,Tenocyte,Tgfb3,Acvr1_Tgfbr1_Tgfbr2,0.45524865230310213,0.565496842408556,0.11024819010545389
Tenogenic-progenitor,Tenocyte,Tgfb3,Tgfbr1_Tgfbr2,0.45524865230310213,0.565496842408556,0.11024819010545389
Stromal_other,Stromal_other,Col4a2,Sdc1,0.4552762994720858,0.8422812852165756,0.3870049857444898
Tenogenic-progenitor,Stromal,Col4a2,Itgb5,0.4552824929123265,0.3222635191084115,-0.13301897380391497
Stromal,T-FAP,Col4a1,Itga11_Itgb1,0.455331597587801,0.4453873618339533,-0.00994423575384773
Endothelial,Stromal,Bmp2,Acvr2a_Bmpr1b,0.4553429596017985,0.35344820323281595,-0.10189475636898254
Endothelial,Stromal,Bmp2,Bmpr1b_Bmpr2,0.4553429596017985,0.35344820323281595,-0.10189475636898254
Smooth_muscle,Tenogenic-progenitor,Gdf15,Tgfbr2,0.4553460568096355,0.5020899002938947,0.04674384348425914
Stromal_other,TSPC,Col5a2,Ddr1,0.45534973594223976,0.46430045216241045,0.008950716220170685
Stromal_other,T-FAP,Sfrp1,Fzd2,0.4553869007407683,0.4914197870449303,0.03603288630416196
Tenogenic-progenitor,Stromal_other,Angptl7,Pirb,0.4554073651533654,0.41351697882870714,-0.041890386324658246
Stromal,Stromal,Bgn,Ly96,0.4554345243434971,0.962494299594372,0.507059775250875
Macrophage,TSPC,Osm,Il6st_Osmr,0.455442208931294,0.6027685531008773,0.1473263441695833
Endothelial,Stromal,Adam10,Epha3,0.455442208931294,0.6118117509249641,0.1563695419936701
Smooth_muscle,Stromal_other,Hspg2,Ptprs,0.4554731995330029,0.28174184871539076,-0.17373135081761215
Tenocyte,TSPC,Tgfb1,Acvr1_Tgfbr2,0.4555528404262429,0.47495240508010783,0.019399564653864942
TSPC,Stromal_other,Nid1,Itgb3,0.45560816373127844,1.0,0.5443918362687216
Tenogenic-progenitor,Tenocyte,Angptl4,Itga5_Itgb1,0.45566349207509577,0.7774170267516428,0.32175353467654705
Stromal,Stromal_other,Efemp1,Egfr,0.4557188254580008,0.8358690497484188,0.380150224290418
T-FAP,TSPC,Tnfsf13,Fas,0.4557295387581787,0.2770876882380855,-0.17864185052009318
Stromal_other,Smooth_muscle,Col18a1,Itga1_Itgb1,0.4557737664742986,0.6976448942950438,0.2418711278207452
Stromal_other,Stromal_other,Col8a1,Itga1_Itgb1,0.45577631769164395,0.3190557616034357,-0.13672055608820827
TSPC,Stromal,Calr,Itga2b,0.4558585991383834,0.5801167547220685,0.12425815558368508
Endothelial,TSPC,Sorbs1,Itgb5,0.4558848558443019,0.7197872961949341,0.2639024403506322
Tenogenic-progenitor,Tenogenic-progenitor,Tgfb3,Acvr1_Tgfbr2,0.4559125319854017,0.5985873593978904,0.14267482741248871
Tenogenic-progenitor,Tenogenic-progenitor,Tgfb3,Acvr1_Tgfbr1_Tgfbr2,0.4559125319854017,0.521165096397975,0.06525256441257332
Stromal_other,Smooth_muscle,Mfge8,Itgav,0.45598196947574043,0.43889360880313816,-0.017088360672602276
T-FAP,Tenogenic-progenitor,Pltp,Abca1,0.45599556796955093,0.5221661480763364,0.0661705801067855
Tenocyte,Tenocyte,Vegfa,Itgav,0.456050931593408,0.46105540578954995,0.0050044741961419725
Tenocyte,Tenogenic-progenitor,Sertad1,Ar,0.45610630025849463,0.4718780385593473,0.015771738300852656
Smooth_muscle,Macrophage,Lum,Itgb1,0.45611315024577065,0.45599924220650806,-0.00011390803926258908
TSPC,Smooth_muscle,Wnt5b,Fzd2_Lrp5,0.456116086293548,0.5505447984857331,0.09442871219218513
TSPC,Smooth_muscle,Wnt5b,Fzd2_Lrp6,0.456116086293548,0.7324610139470469,0.2763449276534989
Endothelial,Endothelial,Lamb2,Dag1,0.45616167396511653,0.5778101955037448,0.12164852153862826
Endothelial,Smooth_muscle,Bmp1,Bmpr1a,0.4562170527135806,0.5024761353110291,0.046259082597448486
Tenocyte,T-FAP,Tgfb2,Tgfbr1_Tgfbr2,0.45627243650419197,0.5172656987487604,0.060993262244568414
Macrophage,Stromal_other,Pdgfb,Lrp1,0.4562828952465181,0.4119599961114079,-0.04432289913511023
Stromal,Stromal_other,Angptl2,Itga5_Itgb1,0.45636375593340356,0.35179788480591456,-0.104565871127489
Stromal_other,Stromal_other,Cxcl12,Itgb3,0.45636710799637403,1.0,0.543632892003626
Tenogenic-progenitor,Endothelial,Cxcl12,Ackr3,0.45636778102560205,0.5496954784198564,0.0933276973942544
Smooth_muscle,Tenocyte,Dlk1,Notch2,0.4563832192130821,0.4182260215392048,-0.03815719767387732
Tenocyte,Tenocyte,Fst,Bmpr2,0.4563832192130821,0.37897712836201497,-0.07740609085106714
TSPC,Endothelial,Thbs1,Itga6,0.4564274044263086,0.23837004063941888,-0.2180573637868897
Endothelial,Stromal_other,Ltbp3,Itgb5,0.456438618131973,0.44463342656176724,-0.011805191570205764
Stromal_other,Smooth_muscle,Ptn,Sdc4,0.4564910578953789,0.6351884590018246,0.17869740110644572
Tenogenic-progenitor,Endothelial,Inhba,Tgfbr3,0.4564940220942357,0.4534163116734053,-0.003077710420830382
Smooth_muscle,TSPC,Tgfb1,Acvr1_Tgfbr2,0.4564940220942357,0.4926682330012926,0.036174210907056914
Stromal_other,T-FAP,Sema3d,Plxnd1,0.4565026022096306,1.0,0.5434973977903694
Stromal,Tenogenic-progenitor,Vcan,Tlr2,0.4565375791411279,0.46873462831235857,0.012197049171230656
Tenocyte,TSPC,Serpine1,Plaur,0.45654943110017654,0.5801062467015717,0.1235568156013952
TSPC,Tenocyte,Wnt2,Fzd1_Lrp6,0.45654943110017654,0.4775305634770765,0.02098113237689997
Tenocyte,Stromal_other,Apoe,Trem2,0.4565547163406097,0.5194088320063435,0.06285411566573379
TSPC,Stromal,Hspa8,Ldlr,0.4566224914775445,0.34288134667462233,-0.11374114480292219
TSPC,T-FAP,Tgfb2,Acvr1_Tgfbr2,0.4566325540666534,0.5870686151833664,0.13043606111671302
TSPC,T-FAP,Tgfb2,Acvr1_Tgfbr1_Tgfbr2,0.4566325540666534,0.5870686151833664,0.13043606111671302
Endothelial,Stromal,Tgfb1,Acvr1_Tgfbr1_Tgfbr2,0.4566879756831285,0.500797080054387,0.04410910437125842
Endothelial,Stromal,Tgfb1,Tgfbr1_Tgfbr2,0.4566879756831285,0.6365889535881553,0.17990097790502674
TSPC,Tenogenic-progenitor,Wnt10b,Fzd1_Lrp6,0.45671568838312776,0.8490799923988396,0.3923643040157118
Endothelial,Tenogenic-progenitor,Spp1,Cd44,0.45674572153320847,1.0,0.5432542784667915
Stromal_other,T-FAP,Vegfc,Itga9,0.45676026192160024,0.5809648480964742,0.12420458617487395
Tenogenic-progenitor,T-FAP,Tgfb1,Cav1,0.4567711175668417,0.5146782846982565,0.057907167131414805
Tenocyte,Tenocyte,Angptl4,Sdc4,0.4567923427076223,0.41640400035642416,-0.04038834235119815
Tenogenic-progenitor,Tenocyte,Fst,Bmpr2,0.45682655179576354,0.8373388802823958,0.38051232848663225
T-FAP,Smooth_muscle,Sema3c,Nrp1_Nrp2_Plxnd1,0.45687308320897674,0.7609413108063399,0.3040682275973631
Stromal,Tenogenic-progenitor,App,Notch2,0.45687728160125757,0.540394536620573,0.08351725501931545
Stromal,Smooth_muscle,Col4a1,Cd47,0.4569367715110553,0.3366575456234555,-0.12027922588759976
Tenogenic-progenitor,Endothelial,Tgfb3,Acvrl1,0.45693743539045867,0.7322815714514067,0.27534413606094804
Tenocyte,TSPC,Tgfb3,Acvrl1,0.45693743539045867,0.3684425930101592,-0.08849484238029948
Stromal,Stromal_other,Lamc1,Itga1,0.45695847246454124,0.27894316679911935,-0.1780153056654219
Macrophage,Tenocyte,Gnai2,Igf1r,0.45696222934727343,0.1963066320246928,-0.2606555973225806
T-FAP,Tenogenic-progenitor,Spp1,Itgav_Itgb5,0.4570206113324294,1.0,0.5429793886675707
T-FAP,Tenogenic-progenitor,Spp1,Itgav_Itgb1,0.4570206113324294,1.0,0.5429793886675707
Tenogenic-progenitor,Tenocyte,Angptl4,Sdc2,0.45706416304357317,0.3834651112442776,-0.07359905179929555
Tenocyte,T-FAP,Tgfb2,Eng,0.4571037986292187,0.38295516491774073,-0.07414863371147795
Tenocyte,Endothelial,Arpc5,Adrb2,0.4571037986292187,0.6083321161233223,0.1512283174941036
Macrophage,Endothelial,Selplg,Esam,0.4571321513963936,0.4021015025417893,-0.05503064885460435
Stromal,Tenocyte,Sema3b,Nrp1_Plxna2,0.4571467251427039,0.7515160270601923,0.2943693019174884
Stromal,Tenocyte,Sema3b,Nrp2_Plxna2,0.4571467251427039,0.7515160270601923,0.2943693019174884
Macrophage,Tenocyte,Vcl,Itgb5,0.4571592631358219,1.0,0.5428407368641781
T-FAP,Endothelial,Angptl4,Tie1,0.4571915744805361,0.44832634359592416,-0.008865230884611941
Stromal,Endothelial,Gpi1,Amfr,0.4572147326897759,0.43486618134120625,-0.022348551348569667
Stromal_other,Endothelial,Col1a2,Itga9_Itgb1,0.45727553919083347,0.4401688978563777,-0.017106641334455774
Endothelial,Stromal,Tgfb1,Itgb5,0.4573190058218987,0.4817744302404028,0.024455424418504068
T-FAP,Stromal_other,Vegfa,Nrp2,0.45738117163881153,0.6258797777680963,0.1684986061292848
Stromal_other,TSPC,Icam1,Cav1,0.45744645706761633,0.8343929635555806,0.37694650648796424
Endothelial,Smooth_muscle,Hras,Agtr1a,0.45749215618054107,0.5755862788356347,0.11809412265509367
T-FAP,TSPC,Gnai2,Adcy7,0.457510190154594,0.29949575139931783,-0.15801443875527615
TSPC,Tenogenic-progenitor,Gdf11,Acvr1b_Acvr2a,0.4575331567491189,0.3671219638544438,-0.09041119289467509
T-FAP,Stromal,Col6a3,Itga11_Itgb1,0.45755711143492683,0.39907756773173425,-0.05847954370319258
Tenocyte,Tenogenic-progenitor,Tln1,Itgb5,0.45757392821764314,0.3699491930763758,-0.08762473514126734
Tenogenic-progenitor,T-FAP,Tgfb1,Sdc2,0.45763767125675786,0.6352273158221846,0.17758964456542675
Stromal_other,Stromal_other,Col1a2,Itga2b,0.4576421299995084,0.47996096925592635,0.022318839256417977
Smooth_muscle,Smooth_muscle,Pam,Fap,0.45765867086281903,0.4625503826863707,0.004891711823551692
TSPC,Macrophage,Apoe,Lrp6,0.4577141858567193,0.5355899004641941,0.07787571460747478
Tenocyte,Tenogenic-progenitor,Igf1,Igf1r,0.4577271574163496,0.422513475302086,-0.03521368211426362
Tenogenic-progenitor,Macrophage,Actr2,Ldlr,0.45776970590103305,0.4415737104246339,-0.01619599547639916
Smooth_muscle,Macrophage,Adam15,Itgb1,0.45776970590103305,0.6404012755870327,0.1826315696859997
TSPC,T-FAP,Col1a2,Itga9_Itgb1,0.4577907602571978,0.3283149834891811,-0.1294757767680167
Stromal_other,Stromal_other,Sema4d,Cd72,0.4577907602571978,1.0,0.5422092397428022
Stromal_other,Endothelial,Plau,Itga5,0.4578807611421289,0.45620803141910465,-0.0016727297230242355
Smooth_muscle,Smooth_muscle,Igfbp4,Lrp6,0.4578972388067563,0.41203878106927405,-0.04585845773748226
Stromal_other,T-FAP,Itgb2,Thy1,0.45793629633952265,0.6859316186600279,0.2279953223205053
Endothelial,T-FAP,Fbn1,Itgb3,0.45799183658855663,1.0,0.5420081634114433
T-FAP,Stromal_other,Calr,Itga2b,0.4580473818895355,1.0,0.5419526181104646
Stromal,T-FAP,Col4a2,Sdc1,0.4580473818895355,0.6055455424727463,0.1474981605832108
Stromal_other,Macrophage,Col1a2,Sdc1,0.4580483497155815,0.45449183997109427,-0.003556509744487235
Stromal_other,Tenogenic-progenitor,Col2a1,Ddr1,0.4580483497155815,0.7611911928856101,0.3031428431700286
Smooth_muscle,TSPC,Col4a2,Itga9_Itgb1,0.45806735560603457,0.3929152965123777,-0.06515205909365684
T-FAP,Tenocyte,Myoc,Fzd7,0.4580688296870232,0.49340709917960257,0.035338269492579344
T-FAP,Stromal_other,Pdgfa,Pdgfra,0.458102932242767,0.5763050775126055,0.11820214526983852
Stromal,Smooth_muscle,Tgfb2,Eng,0.458102932242767,0.6069716131949238,0.14886868095215677
Tenocyte,Tenocyte,Angptl4,Cdh11,0.4581524272839653,0.2762326737151198,-0.18191975356884554
Tenocyte,Tenogenic-progenitor,Angpt1,Itgb1,0.45815848764855704,0.6571195643467748,0.19896107669821772
Tenogenic-progenitor,TSPC,Adam12,Itgb1,0.45823750781407124,0.12272702085168968,-0.33551048696238156
Stromal,Tenocyte,Tgfb2,Eng,0.45826961361903706,0.42703320469742245,-0.03123640892161461
Stromal,Endothelial,Lamb2,Dag1,0.45826961361903706,0.8037678201701803,0.34549820655114327
TSPC,Tenocyte,Col1a2,Itga1_Itgb1,0.4583059251247804,0.29485990589024064,-0.16344601923453977
