source,target,ligand_complex,receptor_complex,magnitude_rank_innervated,cellphone_pvals_innervated,cellchat_pvals_innervated,magnitude_rank_denervated,cellphone_pvals_denervated,cellchat_pvals_denervated,delta_rank
Smooth_muscle,T-FAP,Hras,Cav1,0.7776840282465227,1.0,1.0,0.433069379833753,1.0,0.94,-0.34461464841276973
TSPC,T-FAP,Fgf1,Fgfr1,0.7783055242192796,0.0,0.0,0.6621837674611204,0.0,0.0,-0.11612175675815917
Tenocyte,TSPC,Pam,Dpp4,0.7784596932397798,0.0,0.0,0.6118853746781538,0.0,0.0,-0.16657431856162597
Stromal,T-FAP,Icam1,Egfr,0.7786292732452901,0.0,0.0,0.3452543093369037,0.0,0.0,-0.43337496390838637
TSPC,TSPC,Bmp4,Bmpr1b_Bmpr2,0.7787018246940994,0.0,1.0,1.0,0.0,1.0,0.22129817530590057
TSPC,TSPC,Bmp4,Acvr2a_Bmpr1b,0.7787018246940994,0.0,1.0,1.0,0.0,1.0,0.22129817530590057
TSPC,TSPC,Wnt11,Fzd5,0.7790616407449411,0.0,1.0,1.0,0.0,1.0,0.2209383592550589
Macrophage,T-FAP,Lman1,Mcfd2,0.7790895245306513,1.0,1.0,1.0,1.0,1.0,0.22091047546934872
TSPC,T-FAP,Adam9,Itgav,0.7793077809152922,0.0,0.0,0.7312705794869632,0.0,0.0,-0.04803720142832901
Smooth_muscle,T-FAP,Tgfb3,Itgb5,0.7795032681120531,0.0,0.0,0.8421074980384029,0.0,0.21,0.06260422992634984
Stromal,TSPC,Apoe,Abca1,0.7796688116778335,1.0,1.0,0.7327706200851586,1.0,1.0,-0.04689819159267494
T-FAP,TSPC,Adam15,Itga5,0.7797515933478125,0.0,0.0,0.8199986375720976,0.03,0.0,0.040247044224285045
Stromal,TSPC,Comp,Sdc1,0.7798343816096514,1.0,1.0,0.8503862652418631,1.0,0.78,0.07055188363221176
Stromal_other,T-FAP,Sema5a,Plxna1,0.7800210028468593,0.56,1.0,1.0,0.42,1.0,0.21997899715314073
Stromal_other,TSPC,Tgfb3,Tgfbr3,0.7801563376349653,0.0,0.0,0.5606544005588325,0.0,0.0,-0.21950193707613275
T-FAP,T-FAP,Fn1,Itga9,0.7807403837696454,0.0,1.0,0.45092611598309124,0.0,0.0,-0.32981426778655415
T-FAP,T-FAP,Vcl,Itgb5,0.7808355206375451,0.61,0.26,0.8896536228298066,1.0,1.0,0.10881810219226151
Stromal_other,T-FAP,Hras,Cav1,0.7809204396109365,0.17,0.0,0.7123029857505768,0.71,0.01,-0.06861745386035967
Endothelial,TSPC,Sema3f,Nrp1,0.7809941096166155,0.0,0.0,0.6906369890673761,0.0,0.0,-0.09035712054923939
Stromal,T-FAP,Spp1,Itgav_Itgb3,0.7809941096166155,1.0,0.0,1.0,1.0,1.0,0.21900589038338447
Stromal,TSPC,C4b,Nrp1,0.7810053632723649,0.0,0.0,0.85874818294171,0.0,0.0,0.07774281966934504
Stromal,TSPC,Tnn,Itgav_Itgb3,0.7814915316758737,0.0,0.0,1.0,0.0,1.0,0.2185084683241263
Tenocyte,T-FAP,Tnn,Sdc1,0.7815150036826136,0.0,0.0,0.6433072324683967,0.0,0.0,-0.1382077712142169
Smooth_muscle,TSPC,Cthrc1,Fzd6,0.7819891913066901,1.0,0.0,1.0,1.0,0.0,0.2180108086933099
Tenocyte,T-FAP,Col24a1,Itga1_Itgb1,0.7821787839927569,1.0,1.0,1.0,1.0,1.0,0.21782121600724313
Tenocyte,TSPC,Gpi1,Amfr,0.7823647793246995,0.0,0.0,0.8634308274701321,0.0,0.0,0.08106604814543261
Stromal_other,TSPC,Thbs1,Tnfrsf11b,0.7824949581214036,0.0,0.0,0.7812116124964513,0.0,0.0,-0.001283345624952248
Tenogenic-progenitor,TSPC,Spp1,Itga5_Itgb1,0.7828191521669373,1.0,1.0,0.5378210701149972,1.0,1.0,-0.24499808205194007
TSPC,T-FAP,Pam,Dpp4,0.783061973422534,0.0,0.0,1.0,0.0,1.0,0.21693802657746597
Endothelial,TSPC,Col1a2,Itga9_Itgb1,0.7837426668083419,1.0,0.0,0.768787052879081,1.0,0.0,-0.014955613929260925
Tenocyte,T-FAP,Col11a2,Itga11_Itgb1,0.7840653319692296,0.0,0.0,0.6278991643272902,0.0,0.0,-0.15616616764193936
Macrophage,TSPC,Tnf,Tradd,0.7840831259921717,0.0,0.0,0.505076647418397,0.0,0.0,-0.2790064785737747
Tenocyte,TSPC,Arpc5,Ldlr,0.7843147463636856,0.25,0.0,0.8597080481383216,0.12,0.03,0.07539330177463599
Stromal,T-FAP,Col4a2,Itgb3,0.784397897716942,0.94,0.0,1.0,0.98,1.0,0.21560210228305798
TSPC,T-FAP,Col4a2,Sdc1,0.7847305692481713,1.0,1.0,1.0,1.0,1.0,0.2152694307518287
Smooth_muscle,TSPC,Tnc,Egfr,0.7848137536622809,0.59,0.08,0.6922858232509661,0.29,0.01,-0.0925279304113148
Endothelial,TSPC,Mfng,Notch2,0.7851465574544475,0.0,0.0,0.6313223302930339,0.0,0.0,-0.15382422716141364
TSPC,TSPC,H2-K1,Aplp2,0.7855556103002929,1.0,1.0,0.7324913511924441,1.0,1.0,-0.05306425910784873
Smooth_muscle,T-FAP,Pltp,Abca1,0.785895752976512,1.0,1.0,0.5463128998040363,1.0,1.0,-0.23958285317247574
Stromal,TSPC,Tgfb3,Tgfbr3,0.7861456039246054,0.0,0.0,0.4845084061265841,0.0,0.0,-0.30163719779802134
Tenocyte,T-FAP,Pdgfc,Pdgfra,0.7862411084238492,0.0,0.0,0.7075591685831767,0.0,0.0,-0.07868193984067251
Stromal,T-FAP,Lin7c,Abca1,0.7864788311873356,1.0,0.96,0.5408691325138569,1.0,0.85,-0.2456096986734787
Tenocyte,T-FAP,Angptl4,Itgav_Itgb3,0.7865621545527258,0.0,0.0,1.0,0.0,1.0,0.21343784544727418
Stromal_other,TSPC,Lpl,Sdc1,0.7867288211456102,1.0,0.95,0.6280386122562021,1.0,0.79,-0.1586902088894081
Tenocyte,TSPC,Vegfa,Gpc1,0.7868955142236381,1.0,0.0,0.9665419651875377,1.0,0.48,0.17964645096389953
Tenocyte,T-FAP,Csf1,Sirpa,0.787312362809622,0.96,0.32,0.82820561296477,1.0,0.4,0.040893250155148
Smooth_muscle,TSPC,Dlk1,Notch2,0.7874791486077471,0.0,0.0,0.7873659963878907,0.0,0.0,-0.0001131522198564161
Macrophage,T-FAP,Lin7c,Abca1,0.7874791486077471,1.0,0.89,0.4943268144489362,1.0,0.11,-0.2931523341588109
Smooth_muscle,TSPC,Angpt1,Tek,0.7876881865817432,0.03,1.0,1.0,0.0,1.0,0.21231181341825678
Endothelial,T-FAP,Adam17,Itgb1,0.7884020964208452,1.0,1.0,0.5947913918258916,1.0,1.0,-0.19361070459495366
Stromal_other,TSPC,Tgfb2,Eng,0.7884804199478984,0.82,0.03,0.5001795427532192,0.24,0.02,-0.28830087719467923
T-FAP,TSPC,Ptn,Sdc1,0.7884804199478984,0.96,0.96,0.7481352170141037,0.86,0.68,-0.04034520293379473
Tenocyte,TSPC,Wnt9a,Fzd5_Lrp6,0.7885259533093968,0.11,1.0,0.7891388356588338,0.51,1.0,0.0006128823494370161
Tenocyte,TSPC,Wnt9a,Fzd5_Lrp5,0.7885259533093968,0.11,1.0,0.7891388356588338,0.51,1.0,0.0006128823494370161
Stromal,T-FAP,Fn1,Nt5e,0.7888849460249908,0.0,1.0,0.8790980523345693,0.0,1.0,0.09021310630957846
T-FAP,T-FAP,Angptl2,Itga5_Itgb1,0.7889237375509754,0.97,0.1,0.8182925565142901,1.0,0.03,0.02936881896331467
T-FAP,T-FAP,Angptl4,Sdc1,0.7889814135273243,0.0,0.0,0.5138979576775012,0.0,0.0,-0.2750834558498231
Smooth_muscle,TSPC,Lman1,Mcfd2,0.78939909051948,1.0,0.09,0.512040758732146,1.0,0.63,-0.27735833178733393
Macrophage,TSPC,Icam1,Egfr,0.789777585616684,0.0,0.0,0.6585724845035631,0.0,0.0,-0.1312051011131209
Endothelial,TSPC,Comp,Itgav_Itgb3,0.7898169333244636,1.0,0.0,0.427973806113756,1.0,0.0,-0.36184312721070755
TSPC,TSPC,Vegfb,Nrp1,0.790402191900536,0.0,0.02,0.9690494564964959,0.3,0.04,0.17864726459595992
T-FAP,T-FAP,Ncam1,Fgfr2,0.7905598474267729,1.0,1.0,1.0,0.89,1.0,0.20944015257322712
Tenogenic-progenitor,T-FAP,Vcl,Itgb5,0.7907173584114291,0.67,0.28,0.821914420866544,0.79,0.23,0.031197062455114888
Stromal,T-FAP,Hras,Cav1,0.7910714570551898,1.0,1.0,0.48910341215915787,1.0,0.96,-0.3019680448960319
Stromal,TSPC,Angptl4,Cdh11,0.792243693672403,0.06,0.0,0.49619406823661655,0.99,0.02,-0.29604962543578645
T-FAP,T-FAP,S100a1,Tlr4,0.7927123292195376,1.0,1.0,1.0,1.0,1.0,0.2072876707804624
Tenocyte,T-FAP,Col27a1,Itga11_Itgb1,0.7927464794050104,0.0,0.0,1.0,0.06,0.0,0.20725352059498958
Smooth_muscle,TSPC,Tgfb1,Itgb3,0.7927697343173778,0.0,0.0,0.94684653348039,0.0,0.0,0.1540767991630122
TSPC,T-FAP,Fbln1,Itgb1,0.7929141278179505,1.0,0.89,0.6937624696590846,1.0,0.79,-0.09915165815886584
Endothelial,TSPC,Thbs2,Itgav_Itgb3,0.7929979619951391,1.0,0.0,1.0,1.0,1.0,0.20700203800486094
TSPC,T-FAP,Vegfa,Itgb3,0.7932495044137999,0.0,0.0,1.0,0.02,1.0,0.20675049558620007
Stromal_other,T-FAP,Spp1,Itgav_Itgb3,0.7932495044137999,0.0,0.0,1.0,0.0,1.0,0.20675049558620007
Macrophage,TSPC,Thbs1,Tnfrsf11b,0.7933333651835567,0.99,0.0,0.5493969609949308,1.0,0.0,-0.24393640418862583
Tenocyte,TSPC,Tgfb1,Itgb3,0.7935400688947245,0.0,0.0,0.9206534307771912,0.0,0.0,0.1271133618824667
Endothelial,TSPC,Adam10,Tspan17,0.7935849873883535,0.0,0.0,0.7271312734675773,0.0,0.0,-0.06645371392077615
Tenogenic-progenitor,T-FAP,Wnt9a,Fzd2_Lrp6,0.7936688747562999,0.0,0.0,0.7485328387308009,0.0,0.0,-0.04513603602549898
Tenogenic-progenitor,T-FAP,Bgn,Ly96,0.7941467154541763,0.0,1.0,0.7542654969999539,0.0,1.0,-0.03988121845422232
TSPC,T-FAP,Tnn,Itgav_Itgb3,0.7942562725635434,0.01,0.0,1.0,0.01,1.0,0.20574372743645664
Tenogenic-progenitor,TSPC,C3,Nrp1,0.7945920748091729,0.0,0.0,0.7358087913638102,0.0,0.0,-0.058783283445362766
TSPC,TSPC,Mdk,Ncl,0.7947600158563389,1.0,1.0,1.0,0.98,1.0,0.20523998414366107
Tenogenic-progenitor,T-FAP,Txlna,Stx4a,0.7948439963622409,0.03,0.01,0.8630662787058435,0.17,0.08,0.06822228234360261
Smooth_muscle,TSPC,Efemp2,Plscr4,0.7951799849428408,0.99,0.0,0.9232572974413052,0.79,0.06,0.12807731249846444
Stromal_other,TSPC,Ncam1,Robo1,0.7957682212574696,0.0,0.0,0.6875720229186222,0.0,0.0,-0.10819619833884742
Tenogenic-progenitor,T-FAP,Tgm2,Itga9,0.7958195579155729,1.0,1.0,1.0,1.0,1.0,0.2041804420844271
Stromal,TSPC,Angptl4,Itga5_Itgb1,0.7958533413598963,0.0,0.0,0.9319455090659491,0.0,0.0,0.1360921677060528
Smooth_muscle,TSPC,Lama5,Cd44,0.7962561918599217,0.0,1.0,0.17374330491651016,0.0,0.0,-0.6225128869434116
TSPC,TSPC,Tgfb1,Egfr,0.796356783873684,0.17,0.0,0.9544822694459862,0.11,0.0,0.15812548557230222
Endothelial,TSPC,Bst1,Cav1,0.7965250045710008,0.0,0.0,0.5820138672274732,0.0,0.0,-0.21451113734352767
Macrophage,TSPC,Bgn,Tlr2,0.7976190888115537,1.0,1.0,1.0,1.0,0.94,0.20238091118844626
Endothelial,TSPC,Lman1,Mcfd2,0.7977032957965882,1.0,0.21,0.5887608250087938,1.0,0.59,-0.20894247078779438
Stromal,TSPC,Tgfb1,Itgb3,0.7977875094489301,0.0,0.0,0.48054691103419506,0.0,0.0,-0.317240598414735
Smooth_muscle,TSPC,Bmp1,Bmpr1a,0.7978265895077598,0.5,0.0,0.9534096945447039,0.95,0.17,0.15558310503694417
Tenogenic-progenitor,TSPC,Tnn,Sdc1,0.7980401904133212,1.0,0.99,0.7546762510560339,0.99,0.09,-0.04336393935728733
Endothelial,TSPC,Fbn1,Itga5,0.7982558829185357,1.0,1.0,0.7834431329260396,1.0,1.0,-0.014812749992496044
Endothelial,TSPC,Spp1,Itgav_Itgb3,0.7983417555863748,0.0,0.0,1.0,0.78,1.0,0.20165824441362523
Stromal,TSPC,Adam15,Itgav,0.798461458732975,0.0,0.0,0.8933716070428113,0.0,0.0,0.09491014830983624
Stromal_other,TSPC,Wnt9a,Fzd4_Lrp5,0.7985663777438391,0.97,1.0,0.876892703838519,0.8,1.0,0.07832632609467993
Stromal_other,TSPC,Wnt9a,Fzd4_Lrp6,0.7985663777438391,0.97,1.0,1.0,0.88,1.0,0.2014336222561609
Stromal,T-FAP,Efnb2,Epha3,0.7989245283461252,1.0,1.0,1.0,0.22,1.0,0.20107547165387485
Stromal_other,TSPC,Itgb2,Thy1,0.7994812711432723,0.0,0.0,0.4458848349846921,0.0,0.0,-0.35359643615858016
Tenocyte,TSPC,Fgf2,Sdc3,0.8001181466608458,1.0,1.0,1.0,1.0,1.0,0.1998818533391542
Tenocyte,TSPC,Tnn,Sdc1,0.8002321334249967,0.0,0.0,0.8219593107362653,0.0,0.0,0.02172717731126861
T-FAP,T-FAP,Fn1,Nt5e,0.8008341574030788,0.0,1.0,0.9137647748606074,0.0,1.0,0.11293061745752853
Tenocyte,T-FAP,Lin7c,Abca1,0.8010770461427281,1.0,0.97,0.5436171918621718,1.0,0.0,-0.2574598542805563
Endothelial,TSPC,Arf6,Smap1,0.8011615267760558,0.0,1.0,0.8143349512654217,0.0,1.0,0.01317342448936587
Tenocyte,TSPC,Plau,Vldlr,0.8013114311367853,1.0,1.0,0.7887832011300464,1.0,1.0,-0.01252823000673886
Endothelial,TSPC,Cd14,Ripk1,0.80149951613033,1.0,0.99,1.0,1.0,1.0,0.19850048386967
Stromal_other,T-FAP,Efnb2,Epha3,0.8017886514662471,1.0,1.0,1.0,0.33,1.0,0.19821134853375288
Tenocyte,TSPC,Inhba,Actr2,0.801952615408353,0.0,0.0,0.7831903443768541,0.0,0.0,-0.018762271031498967
Stromal_other,TSPC,C3,Lrp1,0.8020049351030168,0.0,0.0,0.7328784198584545,0.0,0.08,-0.06912651524456237
Smooth_muscle,T-FAP,Il6,F3,0.802091254815287,0.0,0.0,0.5759332527022514,0.0,0.0,-0.2261580021130356
Macrophage,TSPC,Actr2,Ldlr,0.8021758156527997,0.0,0.0,0.7285728116896734,0.0,0.0,-0.07360300396312636
Stromal_other,TSPC,Spon2,Itga5,0.8025141258660983,0.0,0.0,0.5330573093916152,0.0,0.03,-0.26945681647448305
Tenogenic-progenitor,TSPC,Tgfb1,Itgb3,0.8025987201369977,0.0,0.0,0.6027685531008773,0.0,0.0,-0.19983016703612044
Stromal_other,T-FAP,Tgm2,Itgb1,0.802683321095632,1.0,0.96,0.7277132619437495,1.0,0.91,-0.07497005915188248
TSPC,T-FAP,Vegfa,Nrp2,0.802683321095632,1.0,1.0,0.9015738939640378,1.0,1.0,0.09889057286840575
Macrophage,T-FAP,Adam9,Itgb5,0.8028135548660954,0.0,1.0,0.91094429279471,0.0,0.73,0.1081307379286146
Tenogenic-progenitor,T-FAP,Bgn,Tlr4,0.803219992069004,0.0,1.0,0.7425382276842658,0.0,1.0,-0.06068176438473816
Smooth_muscle,TSPC,Bmp2,Actr2,0.8033603695654497,0.0,0.0,0.8190679957772137,0.0,0.0,0.015707626211764025
Stromal,TSPC,C1qb,C1qbp,0.8035296985849263,1.0,1.0,1.0,1.0,1.0,0.1964703014150737
Endothelial,TSPC,Mfge8,Itgb3,0.80376112587735,0.0,0.0,0.8822524813802178,0.02,0.0,0.07849135550286779
TSPC,T-FAP,Tnc,Egfr,0.8041920261113934,0.0,0.05,0.8938258156676634,0.0,0.21,0.08963378955627
T-FAP,T-FAP,Tnc,Egfr,0.8042072823555305,0.0,0.12,1.0,0.0,1.0,0.19579271764446948
T-FAP,T-FAP,Plau,Itgb5,0.804278220116271,0.0,0.0,0.8935882285718977,0.0,0.0,0.08931000845562664
TSPC,TSPC,Clec11a,Itgb1,0.8042920104481018,0.92,1.0,0.7000446670044423,0.95,1.0,-0.10424734344365949
Stromal,TSPC,Sfrp1,Fzd2,0.8044506220830198,0.0,0.0,0.7165423824388095,0.0,0.0,-0.08790823964421024
Tenogenic-progenitor,TSPC,Thbs1,Sdc1,0.804630989769774,1.0,1.0,0.7779753174701091,1.0,0.9,-0.026655672299664923
Smooth_muscle,T-FAP,Plau,Lrp1,0.8048776009729107,0.0,0.03,1.0,0.0,1.0,0.19512239902708928
Stromal,TSPC,Fn1,Itga6,0.8048892821544137,0.0,1.0,0.9052406206467468,0.0,1.0,0.10035133849233313
Tenocyte,T-FAP,Ace,Agtr2,0.8048892821544137,1.0,1.0,1.0,1.0,1.0,0.1951107178455863
T-FAP,TSPC,Adam15,Itgb3,0.804970076230588,0.0,0.0,0.651080926647114,0.0,0.0,-0.153889149583474
T-FAP,T-FAP,Adam9,Itgav,0.8050541755009535,0.0,0.0,0.9603904111623501,0.0,0.0,0.15533623566139665
TSPC,T-FAP,Plau,Lrp1,0.8052226685159651,0.0,0.14,0.41686083625091996,0.0,0.0,-0.38836183226504517
Stromal,T-FAP,Wnt5b,Fzd2_Lrp5,0.8053661020790185,0.0,1.0,0.6496532105699426,0.33,1.0,-0.15571289150907586
Stromal,T-FAP,Wnt5b,Fzd1_Lrp5,0.8053661020790185,0.0,1.0,0.6496532105699426,0.33,1.0,-0.15571289150907586
Stromal,T-FAP,Wnt5b,Fzd7_Lrp5,0.8053661020790185,0.0,1.0,0.6496532105699426,0.33,1.0,-0.15571289150907586
Stromal_other,T-FAP,Fn1,Itga9,0.8056044920271772,0.0,1.0,0.41583051661319,0.0,0.0,-0.38977397541398723
Endothelial,TSPC,Ptn,Sdc2,0.805626556149028,0.0,1.0,1.0,0.0,1.0,0.194373443850972
TSPC,T-FAP,Dkk2,Lrp6,0.8058182612645116,0.0,0.0,0.8666186557809736,0.0,0.0,0.06080039451646202
Smooth_muscle,T-FAP,Wnt5a,Fzd7,0.8060812318976964,0.21,1.0,1.0,0.21,1.0,0.19391876810230357
Tenogenic-progenitor,TSPC,Col5a1,Sdc3,0.8063274939167622,0.0,1.0,0.544251718654219,0.0,0.98,-0.2620757752625432
TSPC,T-FAP,Bmp3,Acvr1b_Acvr2a,0.8065579184038033,0.0,1.0,1.0,0.0,1.0,0.1934420815961967
Stromal,TSPC,Fn1,Nt5e,0.8070345515494808,0.0,1.0,0.8644512767076249,0.0,1.0,0.05741672515814411
Stromal_other,T-FAP,Angptl4,Sdc4,0.807640225834396,1.0,0.9,0.7980099807112699,0.97,0.62,-0.009630245123126047
T-FAP,T-FAP,Col18a1,Itgb5,0.8079416563677554,0.3,0.01,0.6025657344607206,1.0,0.63,-0.2053759219070348
Stromal,TSPC,Bdnf,Erbb2,0.8084641308637563,0.0,1.0,1.0,0.0,1.0,0.19153586913624365
Tenogenic-progenitor,TSPC,Spp1,Itgav_Itgb3,0.8086220282512292,0.6,0.0,0.40874675246198955,0.53,0.0,-0.39987527578923965
Endothelial,TSPC,Pdgfa,Pdgfra,0.8087921883428634,0.0,0.08,0.6797692337017855,0.0,0.2,-0.12902295464107782
Stromal_other,TSPC,Jag1,Notch2,0.8090474788323633,0.0,0.0,0.6995909151083539,0.0,0.0,-0.10945656372400936
Endothelial,T-FAP,Agrn,Itgb1,0.8090474788323633,0.3,0.0,0.6015711970765665,1.0,0.0,-0.2074762817557968
Smooth_muscle,TSPC,Gdf11,Antxr1,0.8091325890908231,0.0,0.0,0.7236375621861451,0.0,0.0,-0.08549502690467803
Tenogenic-progenitor,TSPC,Tnxb,Sdc1,0.8100692451950852,0.0,0.0,0.7786452219809666,0.0,0.0,-0.031424023214118524
Stromal_other,TSPC,Inhba,Smad3,0.810154436055675,0.0,0.0,0.8332799526505535,0.0,0.0,0.023125516594878492
Stromal,T-FAP,C4b,Nrp1,0.8103233539010067,0.0,0.0,0.6381020859037803,0.0,0.0,-0.17222126799722648
Smooth_muscle,T-FAP,Ngf,Sorcs2,0.8104100489537013,0.0,0.0,0.9490304765417232,0.0,0.0,0.13862042758802195
Macrophage,TSPC,Txlna,Stx3,0.810607599680299,1.0,1.0,0.7833264380985647,1.0,1.0,-0.027281161581734326
TSPC,TSPC,C1qb,C1qbp,0.8108362048591272,1.0,1.0,1.0,1.0,1.0,0.18916379514087278
Stromal_other,TSPC,Col4a1,Itga9_Itgb1,0.8110919790631589,1.0,0.0,0.5010030528366347,1.0,0.0,-0.3100889262265242
T-FAP,TSPC,Hspa1a,Tlr4,0.8111772505767526,0.0,0.0,0.6597927243331171,0.0,0.0,-0.15138452624363552
Tenocyte,TSPC,Adam10,Notch2,0.81143310545923,0.0,0.0,0.6215096221553623,0.0,0.0,-0.18992348330386766
TSPC,T-FAP,Col4a2,Cd44,0.811446609295382,1.0,1.0,0.5439927369563954,1.0,1.0,-0.26745387233898665
Smooth_muscle,T-FAP,Txlna,Stx4a,0.8115184038684655,0.05,0.99,0.9407893094233849,0.71,0.37,0.12927090555491938
Stromal_other,T-FAP,Col5a3,Itga11_Itgb1,0.8116775882939595,0.0,0.0,0.45906774391829425,0.0,0.07,-0.3526098443756653
Tenocyte,TSPC,Angptl4,Itga5_Itgb1,0.8122863922097369,0.0,0.0,0.810501093245159,0.0,0.0,-0.0017852989645779083
Smooth_muscle,TSPC,Vegfa,Tyro3,0.8127499886334877,1.0,1.0,0.9677214342563007,1.0,1.0,0.15497144562281306
Macrophage,T-FAP,Ptgs2,Cav1,0.8129210925842993,0.02,0.0,0.9039642939815694,0.16,0.0,0.09104320139727007
T-FAP,T-FAP,Arf6,Smap1,0.8129695060074059,0.35,0.07,0.6295740729469138,1.0,1.0,-0.1833954330604921
Tenocyte,T-FAP,Lpl,Lrp1,0.813989194120676,0.0,1.0,0.5677095913504491,0.0,1.0,-0.24627960277022698
Stromal_other,TSPC,Serpine1,Itgb5,0.8139949844569537,0.0,0.0,0.7778736733986102,0.0,0.0,-0.036121311058343486
Stromal,TSPC,Tgfb3,Acvr1_Tgfbr2,0.8140804847637958,0.0,0.0,0.4443374997408926,0.0,0.0,-0.3697429850229032
Tenogenic-progenitor,T-FAP,H2-K1,Aplp2,0.8142215277498546,1.0,1.0,0.8474034253147846,1.0,1.0,0.03318189756493006
Smooth_muscle,T-FAP,Adam15,Itga5,0.8145936280606588,1.0,1.0,0.7375378400897973,1.0,1.0,-0.07705578797086154
Stromal_other,TSPC,Pam,Fap,0.8145936280606588,0.0,0.0,0.824246990826832,0.01,0.0,0.009653362766173124
Smooth_muscle,TSPC,Cxcl12,Itgav,0.8149155197803698,1.0,1.0,0.5860399348442729,0.48,0.0,-0.22887558493609694
Tenocyte,TSPC,Csf1,Sirpa,0.8149358583376595,0.98,0.03,0.7363586131019256,0.83,0.34,-0.07857724523573384
TSPC,T-FAP,Angptl2,Itga5_Itgb1,0.8150890641470585,0.97,0.29,0.8214828264962231,0.82,0.27,0.006393762349164556
Macrophage,TSPC,Gpi1,Amfr,0.8153494154619061,0.0,0.0,0.8109871326475954,0.0,0.0,-0.004362282814310725
Smooth_muscle,T-FAP,Tgfb3,Tgfbr1_Tgfbr2,0.8159631961973777,0.96,0.94,0.6593586858810037,0.98,0.88,-0.156604510316374
Tenogenic-progenitor,TSPC,Hspa4,Tlr4,0.8163058579023467,0.17,0.0,0.8137988595066012,0.05,0.0,-0.002506998395745419
T-FAP,T-FAP,Ptn,Ptprs,0.8163912378286797,0.27,0.75,0.8758604233804268,0.52,0.73,0.05946918555174707
Stromal_other,T-FAP,Col18a1,Itgb5,0.8163915401892067,0.28,0.09,0.48397886463382234,1.0,1.0,-0.33241267555538434
Tenogenic-progenitor,TSPC,Thy1,Itgav_Itgb3,0.816999275671251,0.0,0.0,0.8164273313419796,0.0,0.0,-0.0005719443292713233
T-FAP,TSPC,Fn1,Itga6,0.8172692651713176,0.0,1.0,0.9341966970072371,0.0,1.0,0.11692743183591947
Stromal_other,TSPC,Sema4f,Nrp2,0.8177446987598572,1.0,1.0,0.5998130521332776,1.0,1.0,-0.2179316466265796
Smooth_muscle,TSPC,Thbs2,Sdc1,0.8177633743335578,1.0,1.0,0.5622489250087843,1.0,1.0,-0.2555144493247735
Stromal,T-FAP,Wnt9a,Fzd2_Lrp6,0.8178491713327972,0.0,0.0,0.9267065882640644,0.0,0.0,0.10885741693126716
Macrophage,TSPC,Trf,Ldlr,0.8179349750830109,0.0,0.0,0.806929706914508,0.0,0.0,-0.01100526816850289
Smooth_muscle,TSPC,Has2,Cd44,0.8180545690715537,0.0,1.0,0.9267149524455007,0.0,1.0,0.10866038337394701
T-FAP,T-FAP,Tgfb1,Acvrl1,0.8181066028377757,1.0,1.0,0.8981950360206064,1.0,1.0,0.08008843318283065
Endothelial,T-FAP,Col13a1,Itga1_Itgb1,0.8182200790815113,0.89,1.0,0.9213525314443107,1.0,1.0,0.10313245236279944
Tenogenic-progenitor,T-FAP,Spp1,Itgav_Itgb3,0.8183640951110787,1.0,0.0,1.0,1.0,1.0,0.18163590488892134
Stromal,TSPC,Spp1,Itga5_Itgb1,0.8185357903915164,1.0,1.0,0.36097460012522764,1.0,1.0,-0.4575611902662887
Stromal_other,T-FAP,Tgfb3,Acvr1_Tgfbr2,0.81875044748256,0.0,0.0,0.7022030035366752,0.07,0.0,-0.11654744394588479
Stromal_other,T-FAP,Tgfb3,Acvr1_Tgfbr1_Tgfbr2,0.81875044748256,0.0,0.0,0.7022030035366752,0.07,0.0,-0.11654744394588479
TSPC,TSPC,Serpine1,Itgb5,0.8187933839666107,0.0,0.0,0.7405315540771548,0.0,0.15,-0.07826182988945596
Tenocyte,TSPC,Cxcl12,Dpp4,0.8189117292347701,0.0,0.0,0.7326728572314049,0.0,0.0,-0.08623887200336522
Stromal,T-FAP,C1qb,C1qbp,0.8189651467904312,1.0,1.0,1.0,1.0,1.0,0.1810348532095688
Stromal,T-FAP,Comp,Sdc1,0.8193087535078428,1.0,1.0,0.7565987880323538,1.0,1.0,-0.06270996547548902
Macrophage,TSPC,Postn,Itgav_Itgb5,0.8194336963994198,1.0,1.0,0.8283152754782052,1.0,1.0,0.008881579078785395
T-FAP,TSPC,Fn1,Nt5e,0.819645900484946,0.0,1.0,0.8992401194905917,0.0,1.0,0.07959421900564567
Smooth_muscle,TSPC,Serpinf1,Plxdc2,0.8198687963195666,1.0,1.0,0.7931645235999794,1.0,1.0,-0.026704272719587197
T-FAP,T-FAP,Txlna,Stx4a,0.8199962913011049,0.08,0.03,1.0,0.91,0.76,0.18000370869889515
Smooth_muscle,T-FAP,Adam10,Tspan5,0.8200822639407749,0.0,0.0,1.0,0.01,0.27,0.17991773605922512
T-FAP,T-FAP,Lman1,Mcfd2,0.8201299118054962,0.01,0.0,0.653089161332679,0.6,0.89,-0.1670407504728172
T-FAP,T-FAP,Angpt1,Itga5,0.8201682433406298,0.05,0.0,0.6924358635242023,0.0,0.0,-0.1277323798164275
Tenogenic-progenitor,T-FAP,Cxcl1,Dpp4,0.8204262221048403,0.49,0.0,1.0,0.55,1.0,0.17957377789515971
