source,target,ligand_complex,receptor_complex,magnitude_rank_innervated,cellphone_pvals_innervated,cellchat_pvals_innervated,magnitude_rank_denervated,cellphone_pvals_denervated,cellchat_pvals_denervated,delta_rank
Macrophage,TSPC,Tgm2,Itgb3,0.8205651968263606,0.0,0.0,0.7930819537110009,0.0,0.0,-0.027483243115359768
Tenocyte,T-FAP,Adam9,Itgav,0.8206842617234644,0.48,0.01,0.80645607475515,0.06,0.0,-0.014228186968314405
T-FAP,T-FAP,S100a1,Trpm3,0.8208337188828208,1.0,1.0,1.0,0.99,1.0,0.17916628111717925
Stromal_other,T-FAP,Angptl4,Sdc2,0.8209437993371271,0.0,0.0,0.7842313023687827,0.0,0.0,-0.036712496968344444
T-FAP,T-FAP,Adam15,Itgb3,0.8210284092272577,0.0,0.0,1.0,0.24,1.0,0.17897159077274227
Smooth_muscle,TSPC,Apoe,Abca1,0.8211761301372541,1.0,1.0,0.7218533696613333,1.0,1.0,-0.09932276047592081
Tenogenic-progenitor,TSPC,Adam10,Notch2,0.821372664956371,0.02,0.0,0.5686293564936048,0.0,0.0,-0.25274330846276616
TSPC,TSPC,Igf1,Igf2r,0.821372664956371,1.0,1.0,0.913943690141043,1.0,1.0,0.09257102518467208
Macrophage,TSPC,Ccl2,Ackr2,0.8214084938528076,0.0,0.0,0.3421018245389721,0.0,0.0,-0.4793066693138355
Stromal_other,T-FAP,Sema3b,Nrp2_Plxna2,0.8214275032942182,0.77,1.0,1.0,0.49,1.0,0.1785724967057818
Stromal_other,T-FAP,Sema3b,Nrp1_Plxna2,0.8214275032942182,0.77,1.0,1.0,0.49,1.0,0.1785724967057818
Smooth_muscle,T-FAP,Bmp1,Bmpr1a,0.8216974791504591,0.64,0.0,0.9365477583414558,0.98,0.0,0.11485027919099666
Smooth_muscle,TSPC,Bmp2,Smo,0.8220615011813099,0.0,0.0,0.5722624484507862,0.0,0.0,-0.24979905273052372
Endothelial,TSPC,Thbs4,Itgav_Itgb3,0.8224818247862323,1.0,0.0,0.6791035275612595,1.0,0.0,-0.14337829722497286
TSPC,TSPC,Pdgfa,Pdgfrb,0.8225784126102321,1.0,1.0,0.6708600209063966,1.0,0.88,-0.1517183917038355
Stromal,TSPC,Pdgfa,Pdgfra,0.8226645882096095,0.0,0.0,0.6075155402274424,0.02,0.21,-0.21514904798216716
T-FAP,TSPC,Col4a2,Itgb3,0.8230921303148169,0.0,0.0,0.6604994851529933,0.0,0.0,-0.1625926451618236
Tenogenic-progenitor,T-FAP,Tgfb1,Itgb3,0.8234404733334202,1.0,0.0,1.0,1.0,1.0,0.1765595266665798
TSPC,T-FAP,Tnn,Itga2b_Itgb3,0.823958034897171,0.01,0.0,1.0,0.01,1.0,0.176041965102829
T-FAP,T-FAP,Tgfb3,Tgfbr1_Tgfbr2,0.8240443188722152,0.99,0.98,0.6309723879042004,0.99,0.09,-0.19307193096801478
TSPC,TSPC,Col4a2,Sdc1,0.8241306096237543,1.0,1.0,0.8766872280912309,1.0,1.0,0.05255661846747661
Stromal,T-FAP,Adam10,Tspan5,0.8247348346561776,0.0,0.0,1.0,0.05,0.0,0.17526516534382242
T-FAP,T-FAP,Ptn,Plxnb2,0.8248211796324462,0.8,0.8,0.7355732477567605,0.73,0.72,-0.0892479318756857
T-FAP,T-FAP,Nampt,Itga5_Itgb1,0.8249938899244017,1.0,1.0,0.7421898797779367,1.0,1.0,-0.08280401014646499
TSPC,TSPC,Mdk,Sdc2,0.8250143385192998,0.0,1.0,1.0,0.0,1.0,0.17498566148070016
Endothelial,TSPC,Spp1,Itga5_Itgb1,0.8250990144292255,1.0,1.0,1.0,1.0,1.0,0.1749009855707745
Stromal_other,TSPC,Vegfc,Itga9,0.8253443945852561,0.0,1.0,0.8225544263431566,0.0,1.0,-0.0027899682420995386
Tenogenic-progenitor,TSPC,Tln1,Itgb3,0.8254482872444354,0.0,0.0,0.9083124037426533,0.0,0.0,0.0828641164982179
Endothelial,TSPC,Vcan,Tlr2,0.8262900818108805,1.0,1.0,1.0,1.0,0.94,0.17370991818911952
Stromal_other,T-FAP,Fn1,Nt5e,0.8262933985709819,0.0,1.0,0.886981309574254,0.0,1.0,0.06068791100327209
TSPC,T-FAP,C1qb,C1qbp,0.8264630227268697,1.0,1.0,1.0,1.0,1.0,0.17353697727313033
Smooth_muscle,TSPC,Tgfb3,Tgfbr3,0.8264965490534693,0.0,0.0,0.6074500826589557,0.0,0.0,-0.21904646639451353
Tenocyte,TSPC,Cxcl1,Dpp4,0.8268461174141175,1.0,0.0,0.47210317120732886,1.0,0.0,-0.35474294620678865
Stromal,TSPC,Tnfsf12,Tnfrsf12a,0.8269335210458397,0.85,0.09,0.8013373998264083,0.15,0.0,-0.025596121219431445
TSPC,TSPC,Col5a1,Sdc3,0.8275781166497705,0.0,1.0,0.5295473815777618,0.0,0.93,-0.2980307350720087
Tenocyte,TSPC,C1qb,C1qbp,0.82776094506309,1.0,1.0,1.0,1.0,1.0,0.17223905493691005
TSPC,TSPC,Plau,Plaur,0.8281073157234417,1.0,0.37,0.9629820060271999,0.7,0.03,0.1348746903037582
T-FAP,T-FAP,Ptn,Sdc1,0.828280541811276,0.95,0.85,0.5758475823288002,1.0,1.0,-0.2524329594824758
Tenogenic-progenitor,T-FAP,Ptn,Sdc1,0.8288575686267128,0.16,0.01,0.8747586894820355,0.0,0.32,0.04590112085532272
Stromal_other,TSPC,Cd14,Ripk1,0.8288870471448951,0.21,0.0,0.6715011957677213,0.0,0.0,-0.15738585137717387
Stromal,T-FAP,Fstl1,Dip2a,0.8291391339684184,0.0,1.0,0.4963296857125936,0.0,0.0,-0.3328094482558248
Stromal,T-FAP,Tgfb1,Itgb3,0.8293204691245512,1.0,0.0,1.0,1.0,1.0,0.17067953087544885
TSPC,T-FAP,Vegfb,Nrp1,0.8294071739135226,0.0,0.02,0.5794495351052755,0.0,0.01,-0.24995763880824706
Stromal,TSPC,Col5a1,Sdc3,0.8294451787498165,0.0,1.0,0.5277361673103633,0.0,0.94,-0.30170901143945317
Stromal_other,TSPC,Trf,Tfrc,0.8296132370781083,1.0,1.0,1.0,0.79,1.0,0.1703867629218917
TSPC,TSPC,Tgfb1,Itgb3,0.8304334502006259,0.0,0.0,0.8731107422742714,0.0,0.0,0.04267729207364557
Tenogenic-progenitor,T-FAP,Ptn,Plxnb2,0.8305210429858143,0.02,0.01,0.6918138364059713,0.0,0.0,-0.13870720657984303
TSPC,TSPC,Tnn,Itgav_Itgb3,0.8305349549638702,0.0,0.0,0.567336025526292,0.0,0.0,-0.26319892943757817
Stromal_other,TSPC,Sema3a,Nrp1_Plxna1,0.8310352274183126,0.0,1.0,1.0,0.0,1.0,0.1689647725816874
T-FAP,TSPC,Tgfb3,Tgfbr3,0.8312219512335897,0.0,0.0,0.5906812469591332,0.0,0.0,-0.2405407042744565
TSPC,T-FAP,Col18a1,Itgb5,0.8319231544806435,0.0,0.0,0.3413202958642092,1.0,1.0,-0.49060285861643427
TSPC,T-FAP,Igf1,Igf2r,0.8320983961952553,1.0,1.0,0.9280142423706946,1.0,1.0,0.09591584617543936
TSPC,TSPC,Vegfa,Itgb3,0.8323591841780109,0.0,0.0,0.6427394414769583,0.0,0.0,-0.18961974270105264
Stromal,T-FAP,Ang,Plxnb2,0.8324461271263164,0.77,0.01,1.0,0.97,0.0,0.16755387287368362
Endothelial,T-FAP,Thbs2,Itgav_Itgb3,0.8328809440392492,1.0,0.0,1.0,1.0,1.0,0.16711905596075083
Smooth_muscle,TSPC,Spp1,Itgav_Itgb1,0.8329316508260053,1.0,1.0,0.6351461499971506,1.0,0.98,-0.1977855008288547
Smooth_muscle,TSPC,Spp1,Itgav_Itgb5,0.8329316508260053,1.0,1.0,0.6351461499971506,1.0,0.98,-0.1977855008288547
Tenocyte,TSPC,Hspa4,Tlr4,0.8333159312704679,0.02,0.0,0.781598827854234,0.01,0.0,-0.05171710341623392
Smooth_muscle,TSPC,Arpc5,Ldlr,0.8333264456792423,0.0,0.0,0.859619806206868,0.18,0.02,0.026293360527625653
Tenocyte,T-FAP,Nampt,Itga5_Itgb1,0.8334029491588187,1.0,1.0,0.7996644621924112,1.0,1.0,-0.03373848696640758
Smooth_muscle,T-FAP,Sptan1,Ptpra,0.8335019399977314,0.0,0.0,0.7994520889904874,0.0,0.0,-0.034049851007244
Tenocyte,TSPC,Col5a1,Sdc3,0.8337510888644427,0.0,1.0,0.5375571957396879,0.0,0.96,-0.29619389312475486
Stromal_other,TSPC,Pdgfa,Pdgfra,0.8338529839011761,0.0,0.0,0.7416396264738019,0.0,0.0,-0.09221335742737424
Stromal_other,T-FAP,Edil3,Itgb5,0.8340993376306945,0.0,0.0,0.8744506395798591,0.0,0.0,0.040351301949164586
Tenogenic-progenitor,TSPC,Ptgs2,Cav1,0.8342391097044617,0.0,0.08,0.7879092487223747,0.07,0.02,-0.04632986098208702
Stromal_other,TSPC,Wnt5a,Fzd7,0.8343513446204974,0.39,1.0,0.6994275184768384,0.84,1.0,-0.13492382614365905
Tenogenic-progenitor,T-FAP,Adam9,Itgav,0.8345348019897134,0.42,0.01,0.9684625968169411,0.0,0.0,0.13392779482722772
Smooth_muscle,T-FAP,Plau,Itgb1,0.8346219153185698,1.0,0.7,1.0,1.0,1.0,0.16537808468143023
Stromal_other,TSPC,Tnxb,Itga2b_Itgb3,0.8357550093294425,0.0,0.0,1.0,0.03,0.0,0.16424499067055753
Endothelial,T-FAP,Comp,Itgav_Itgb3,0.836103885636345,1.0,0.0,1.0,1.0,1.0,0.16389611436365503
Stromal,T-FAP,Tnfsf12,Tnfrsf12a,0.8362783647437723,1.0,0.34,0.45989515369167416,1.0,0.33,-0.3763832110520981
Endothelial,TSPC,Lamb2,Itga9_Itgb1,0.8363656145372266,0.0,0.0,0.7217759684503253,0.0,0.0,-0.11458964608690125
T-FAP,TSPC,Col5a1,Sdc3,0.8363656145372266,0.0,1.0,0.55870968017248,0.0,0.98,-0.27765593436474656
Smooth_muscle,T-FAP,Bmp2,Acvr1,0.8364528711576489,0.0,0.0,0.6632727509379355,0.0,0.0,-0.1731801202197134
TSPC,TSPC,Bmp6,Bmpr1b_Bmpr2,0.8370733505129972,0.0,1.0,1.0,0.0,1.0,0.16292664948700275
TSPC,TSPC,Bmp6,Acvr2a_Bmpr1b,0.8370733505129972,0.0,1.0,1.0,0.0,1.0,0.16292664948700275
Stromal,TSPC,Pam,Fap,0.8371036317426812,0.0,0.0,0.5448808662420761,0.0,0.0,-0.2922227655006051
Stromal_other,TSPC,Tgfb1,Egfr,0.8372795218915603,0.0,0.0,0.5363618406345163,0.0,0.0,-0.300917681257044
Stromal_other,TSPC,Fn1,Itga6,0.837428265300582,0.0,1.0,0.9128440946342776,0.0,1.0,0.07541582933369562
Macrophage,T-FAP,Vegfa,Egfr,0.838247246538228,0.0,0.0,0.7110793669839661,0.0,0.0,-0.1271678795542619
Smooth_muscle,TSPC,Adam9,Itgav,0.8386873053024099,0.0,0.0,0.7146117816209041,0.0,0.0,-0.12407552368150576
Stromal,TSPC,Rgmb,Bmpr1b,0.8388476257695425,0.0,1.0,1.0,0.0,1.0,0.16115237423045747
Smooth_muscle,TSPC,Tnc,Itgav_Itgb3,0.8390394350624708,0.0,0.0,0.6031743439778022,0.0,0.0,-0.23586509108466858
TSPC,T-FAP,Gpi1,Amfr,0.8392155275222067,0.0,0.0,0.5323177652850031,0.48,0.05,-0.30689776223720366
Stromal_other,T-FAP,Lpl,Cd44,0.8392816837043429,1.0,0.9,0.8159684477798914,1.0,1.0,-0.023313235924451448
Stromal_other,TSPC,Fn1,Nt5e,0.8395571268186575,0.0,1.0,0.8730595840694133,0.0,1.0,0.033502457250755846
T-FAP,TSPC,Col4a1,Sdc1,0.8398612081865523,0.94,0.02,0.5644056451299518,0.75,0.08,-0.27545556305660046
Tenocyte,TSPC,Angptl4,Itgav_Itgb3,0.8399487381778206,0.0,0.0,0.6435912689925636,0.0,0.0,-0.19635746918525698
Stromal_other,TSPC,Col18a1,Ptprs,0.840272468323092,0.0,0.0,0.73196865568675,0.0,0.63,-0.10830381263634203
Endothelial,T-FAP,Mfge8,Pdgfrb,0.8402989265622282,1.0,0.12,0.9087659142400611,1.0,0.98,0.06846698767783299
Tenocyte,T-FAP,C1qb,C1qbp,0.8406492244346779,1.0,1.0,1.0,1.0,1.0,0.15935077556532207
Stromal,T-FAP,Col18a1,Ptprs,0.8408893226726929,0.0,0.0,0.6813985757987627,1.0,0.0,-0.15949074687393017
Endothelial,T-FAP,Itgav,Thy1,0.8409996318179889,0.01,0.43,0.47781451629355354,0.97,1.0,-0.36318511552443533
T-FAP,T-FAP,Fstl1,Dip2a,0.8412121648046247,0.0,1.0,0.48702000180550725,0.0,0.0,-0.35419216299911743
Tenogenic-progenitor,TSPC,Dkk2,Lrp6,0.8413501487349841,0.0,0.0,0.7595698929049238,0.16,0.0,-0.08178025583006032
T-FAP,TSPC,Efemp1,Egfr,0.8415254482757448,0.0,0.0,0.8461767080484586,0.0,0.0,0.004651259772713745
T-FAP,T-FAP,Col27a1,Itga11_Itgb1,0.8416131083179396,0.02,0.07,1.0,0.27,0.2,0.15838689168206044
Stromal,T-FAP,Nampt,Itga5_Itgb1,0.8424900854580779,1.0,1.0,0.7471815712244491,1.0,1.0,-0.09530851423362885
TSPC,TSPC,Tnc,Itga9_Itgb1,0.8426655630977151,1.0,0.0,1.0,0.99,0.0,0.15733443690228488
T-FAP,T-FAP,Col4a5,Itga1_Itgb1,0.842866552681687,0.95,1.0,1.0,0.35,1.0,0.15713344731831302
Stromal,TSPC,Col4a2,Itgb3,0.8432799507130938,0.0,0.0,0.8025199636209274,0.0,0.0,-0.04075998709216644
Stromal,TSPC,Lefty1,Acvr2a,0.8433391155483462,0.18,1.0,0.7175424169471565,0.18,1.0,-0.1257966986011897
Stromal_other,TSPC,Adam9,Itgav,0.8437120938274462,0.0,0.0,0.7220270821933044,0.0,0.0,-0.1216850116341418
T-FAP,TSPC,Col18a1,Ptprs,0.8438886730926202,0.0,0.0,0.752166314351717,0.0,0.0,-0.09172235874090318
Endothelial,TSPC,Arpc5,Ldlr,0.8442418866834696,0.0,0.0,0.7823480147653807,0.0,0.01,-0.061893871918088816
T-FAP,TSPC,Adam15,Itgav,0.8443339681777973,0.0,0.0,0.8447758254378904,0.0,0.0,0.0004418572600931592
Stromal_other,TSPC,Tgfb3,Tgfbr1_Tgfbr2,0.8443779070035486,0.96,0.0,0.539499016512545,0.46,0.05,-0.3048788904910037
Stromal_other,TSPC,Tgfb3,Acvr1_Tgfbr1_Tgfbr2,0.8443779070035486,0.96,0.0,0.5527157828507163,0.0,0.05,-0.2916621241528323
Macrophage,T-FAP,Vegfa,Ret,0.8445097337703696,0.0,0.0,1.0,0.0,1.0,0.15549026622963036
Tenocyte,T-FAP,Edil3,Itgav,0.8445951736804729,0.0,0.0,0.8398818164059275,0.0,0.0,-0.00471335727454536
Tenogenic-progenitor,TSPC,Tnfsf12,Tnfrsf12a,0.8445976268566673,0.92,0.94,0.6823627445739305,0.35,0.07,-0.16223488228273675
T-FAP,TSPC,Lama2,Itga9_Itgb1,0.8445976268566673,0.0,0.0,0.5670130378027147,0.0,0.0,-0.27758458905395256
TSPC,TSPC,Inhbb,Smad3,0.8447564858507408,0.18,1.0,1.0,0.04,1.0,0.1552435141492592
Tenocyte,TSPC,Tgfb1,Egfr,0.8448613472798898,0.0,0.0,0.9095825098376006,0.0,0.0,0.06472116255771077
Stromal,T-FAP,Tnn,Itgav_Itgb3,0.8452130705742853,0.01,0.0,1.0,1.0,1.0,0.1547869294257147
Stromal,TSPC,Spp1,Itgav_Itgb3,0.8454769351051509,0.49,0.0,0.5102482667657219,0.83,0.0,-0.335228668339429
Tenogenic-progenitor,T-FAP,Thbs1,Sdc1,0.8464449669904691,1.0,1.0,0.8082239027507121,1.0,1.0,-0.03822106423975702
Smooth_muscle,TSPC,Tgfb1,Egfr,0.8467971845996,0.0,0.0,0.888466957255232,0.0,0.0,0.04166977265563199
Macrophage,T-FAP,Icam1,Cav1,0.8471586988415484,0.04,0.0,0.8519687241234492,0.96,0.0,0.004810025281900776
Stromal_other,TSPC,Wnt9a,Fzd1_Lrp5,0.8473537583313591,0.56,1.0,0.876892703838519,0.8,1.0,0.029538945507159964
Stromal_other,TSPC,Wnt9a,Fzd6_Lrp5,0.8473537583313591,0.56,1.0,0.876892703838519,0.8,1.0,0.029538945507159964
Stromal_other,TSPC,Wnt9a,Fzd8_Lrp5,0.8473537583313591,0.56,1.0,0.876892703838519,0.8,1.0,0.029538945507159964
Stromal_other,TSPC,Wnt9a,Fzd2_Lrp5,0.8473537583313591,0.56,1.0,0.876892703838519,0.8,1.0,0.029538945507159964
Stromal_other,TSPC,Wnt9a,Fzd7_Lrp5,0.8473537583313591,0.56,1.0,0.876892703838519,0.8,1.0,0.029538945507159964
Smooth_muscle,TSPC,Plau,Itgb1,0.8474048377118633,0.0,0.26,1.0,0.0,1.0,0.15259516228813674
Smooth_muscle,TSPC,Grn,Egfr,0.8476010755948955,1.0,0.06,0.8141630998138356,1.0,0.29,-0.03343797578105989
Tenogenic-progenitor,TSPC,Spp1,Itgav_Itgb5,0.8480748949601701,1.0,1.0,0.6894770802500279,1.0,1.0,-0.15859781471014223
Tenogenic-progenitor,TSPC,Spp1,Itgav_Itgb1,0.8480748949601701,1.0,1.0,0.6894770802500279,1.0,1.0,-0.15859781471014223
Endothelial,T-FAP,Hras,Cav1,0.8483835243141935,1.0,1.0,0.4786102578958692,1.0,0.94,-0.3697732664183243
Macrophage,TSPC,Spp1,Itga9_Itgb1,0.8484672434561725,0.0,0.0,0.6972500433119507,0.0,0.0,-0.1512172001442218
Tenocyte,T-FAP,Sptan1,Ptpra,0.8484861727533922,0.0,0.0,0.8707892521159608,0.0,0.0,0.02230307936256859
Stromal_other,T-FAP,Inhba,Eng,0.8485599217612149,0.01,0.0,0.7173743785815726,0.0,0.0,-0.13118554317964226
TSPC,T-FAP,Pthlh,Ramp2,0.8488245695068195,0.0,0.0,0.48369216853527414,0.0,0.0,-0.36513240097154537
T-FAP,TSPC,Col11a1,Ddr1,0.8490892791510901,1.0,0.0,1.0,1.0,0.0,0.15091072084890989
TSPC,TSPC,Col18a1,Itga5,0.8491775294561071,0.0,0.0,0.4165835564047633,0.97,0.91,-0.43259397305134384
T-FAP,T-FAP,Lin7c,Abca1,0.8495305994703434,1.0,0.97,0.5865053567059145,1.0,0.99,-0.26302524276442885
Endothelial,T-FAP,Col11a1,Itga11_Itgb1,0.8496188841742317,1.0,1.0,1.0,1.0,1.0,0.1503811158257683
TSPC,T-FAP,Il18,Il1rl2,0.8499720918018273,0.0,0.0,0.9059714720621115,0.0,0.0,0.05599938026028417
T-FAP,TSPC,Tnfsf12,Tnfrsf12a,0.8503254095458528,0.96,0.52,0.7625497396729465,0.18,0.0,-0.0877756698729063
Stromal,T-FAP,Col4a2,Itgb5,0.8504349987298231,0.84,0.26,0.571877504495766,0.96,0.05,-0.27855749423405707
Tenogenic-progenitor,TSPC,Ptn,Sdc1,0.8505236343821451,0.2,0.11,0.6851911838733391,0.0,0.0,-0.16533245050880596
Tenogenic-progenitor,TSPC,Angptl4,Sdc3,0.8505904701315451,0.17,0.94,0.40773715893973617,0.0,0.01,-0.44285331119180893
Macrophage,TSPC,Pdgfa,Pdgfra,0.8506788374291926,0.0,0.03,0.9025171764365475,0.0,0.16,0.051838339007354906
T-FAP,TSPC,Trf,Tfrc,0.8516003814175348,1.0,1.0,1.0,0.96,1.0,0.1483996185824652
Tenogenic-progenitor,TSPC,Tgfb3,Itgb3,0.8516763143481105,0.0,0.0,0.9081310302944476,0.0,0.0,0.05645471594633711
Stromal,TSPC,Gdf11,Acvr2a_Tgfbr1,0.8518361790615205,0.05,1.0,0.9688568745762776,0.22,1.0,0.11702069551475702
Tenocyte,TSPC,Rarres2,Cmklr1,0.8523591246683576,0.0,0.0,0.8122755655554609,0.03,0.0,-0.04008355911289674
Tenogenic-progenitor,T-FAP,Tnxb,Sdc1,0.8524476297367157,0.0,0.0,0.6036480255837138,0.0,0.0,-0.24879960415300195
T-FAP,T-FAP,Adam10,Tspan5,0.8529788048975133,0.0,0.0,1.0,0.33,0.56,0.14702119510248668
Stromal,T-FAP,Serpine1,Itgb5,0.8530673582194277,0.0,0.0,0.8584732791480348,0.0,0.0,0.005405920928607144
T-FAP,T-FAP,Wnt9a,Fzd2_Lrp6,0.8533330595553845,0.0,0.0,1.0,0.0,1.0,0.14666694044461548
Stromal_other,TSPC,Efnb1,Ephb3,0.8534863917316424,0.99,1.0,1.0,0.97,1.0,0.14651360826835758
Tenocyte,TSPC,Adam10,Tspan5,0.853864648425462,0.0,0.0,0.8389839250866731,0.0,0.0,-0.01488072333878887
TSPC,T-FAP,Vegfa,Egfr,0.853983993690029,0.0,0.0,0.6941871434468776,0.0,0.0,-0.15979685024315138
Smooth_muscle,TSPC,Cxcl12,Itgb3,0.8543392956386273,0.0,0.0,0.9159459404532984,0.0,0.0,0.06160664481467104
Smooth_muscle,TSPC,Pf4,Sdc2,0.8545066046183972,0.0,1.0,1.0,0.0,1.0,0.14549339538160277
Stromal_other,TSPC,Vcam1,Itga9_Itgb1,0.8547511817552157,0.0,0.0,1.0,0.13,0.0,0.1452488182447843
TSPC,T-FAP,Mdk,Sdc1,0.8548398730410723,1.0,1.0,1.0,1.0,1.0,0.14516012695892766
Stromal_other,T-FAP,Vegfa,Egfr,0.8554609053168941,0.0,0.0,0.7331428589918909,0.0,0.0,-0.1223180463250032
Stromal,TSPC,Pam,Dpp4,0.8558159327933792,0.0,0.0,0.6240966934702504,0.0,0.0,-0.23171923932312877
Smooth_muscle,T-FAP,Tnfsf12,Tnfrsf12a,0.8566505405342132,0.99,0.91,0.5051358670278856,1.0,1.0,-0.3515146735063276
Macrophage,TSPC,Adam15,Itga9,0.8567039849474087,0.0,0.0,0.6715929809002537,0.0,0.0,-0.18511100404715508
Tenogenic-progenitor,T-FAP,Nampt,Itga5_Itgb1,0.8572371478718148,1.0,1.0,0.8225567346398852,1.0,1.0,-0.03468041323192961
Stromal_other,TSPC,Adam15,Itga5,0.8572371478718148,0.0,0.0,0.9536465262501823,0.01,0.0,0.0964093783783675
Macrophage,TSPC,Postn,Itgav_Itgb3,0.857451306282141,1.0,0.0,0.6754140593987651,1.0,0.0,-0.18203724688337586
Tenocyte,T-FAP,Adamts3,Ccbe1,0.8579622701912019,0.0,1.0,1.0,0.0,1.0,0.14203772980879814
Smooth_muscle,TSPC,Plau,Lrp1,0.8585335954378944,0.0,0.1,1.0,0.0,1.0,0.14146640456210557
Stromal_other,T-FAP,Sema3f,Nrp2_Plxna1,0.8586685510893811,0.93,1.0,0.6890078863770948,1.0,1.0,-0.16966066471228636
Tenogenic-progenitor,TSPC,Pltp,Abca1,0.8590161550776836,1.0,1.0,0.8563596273894278,1.0,1.0,-0.00265652768825575
Stromal_other,TSPC,Sema3f,Nrp2_Plxna1,0.8591393388665858,1.0,1.0,0.2781471961908296,1.0,1.0,-0.5809921426757562
T-FAP,TSPC,Lefty1,Acvr2a,0.8593747129102008,0.22,1.0,0.721397257813019,0.19,1.0,-0.13797745509718184
Tenogenic-progenitor,TSPC,Lama2,Itga9_Itgb1,0.8595503967749908,0.0,0.0,0.7298590965731999,0.0,0.0,-0.12969130020179087
Smooth_muscle,T-FAP,Thbs2,Sdc1,0.8597285327045054,1.0,1.0,0.41443516827607074,1.0,1.0,-0.4452933644284347
Stromal_other,T-FAP,Tnn,Sdc1,0.8599449420041905,0.0,0.0,0.5664320074542954,0.0,0.0,-0.293512934549895
Tenogenic-progenitor,T-FAP,Lin7c,Abca1,0.8600848876263639,1.0,0.97,0.5701194193777951,1.0,1.0,-0.28996546824856884
Stromal,T-FAP,Gdf10,Acvr1b_Acvr2a,0.8603160767963134,0.0,1.0,1.0,0.0,1.0,0.1396839232036866
Endothelial,TSPC,Mif,Egfr,0.8605689098358946,1.0,0.04,0.6457002327069881,0.92,0.01,-0.21486867712890656
Tenocyte,TSPC,Ncam1,Ptpra,0.8606196277092579,0.0,0.0,0.7742305188714709,0.0,0.0,-0.08638910883778705
Tenogenic-progenitor,T-FAP,Pdap1,Pdgfrb,0.8607472274044906,0.0,0.0,0.6297241072263966,0.01,0.0,-0.231023120178094
Macrophage,TSPC,Vegfa,Itgb3,0.860887091236732,0.0,0.0,0.6120168991176744,0.0,0.0,-0.2488701921190576
Endothelial,TSPC,Sema3g,Nrp2_Plxna2,0.8614924840423479,0.0,1.0,1.0,0.0,1.0,0.1385075159576521
Endothelial,T-FAP,Bmp1,Bmpr2,0.8615114152389738,1.0,1.0,0.6399061222635865,1.0,1.0,-0.22160529297538734
Stromal_other,T-FAP,Tnf,Ptprs,0.8617790865938814,0.02,0.01,0.8885676310460324,0.0,0.0,0.026788544452151064
Stromal_other,TSPC,Col2a1,Itga11_Itgb1,0.8626685606666472,1.0,1.0,1.0,1.0,1.0,0.1373314393333528
T-FAP,TSPC,Tgfb1,Acvr1_Tgfbr2,0.8629397166338183,1.0,1.0,0.9396096586409017,1.0,1.0,0.07666994200708344
Smooth_muscle,TSPC,Tnc,Itga5,0.8636920997901455,0.34,0.89,0.7685357274351233,0.83,0.48,-0.09515637235502217
Endothelial,TSPC,Bmp1,Bmpr2,0.8639227035387931,1.0,1.0,0.816766952201634,1.0,1.0,-0.0471557513371591
Tenogenic-progenitor,TSPC,Adam10,Tspan5,0.8641015186174498,0.0,0.0,0.7683734821310444,0.0,0.0,-0.09572803648640538
Stromal_other,TSPC,Bmp2,Acvr2a_Bmpr1a,0.8645495957269471,0.78,1.0,1.0,0.3,1.0,0.13545040427305288
Tenocyte,TSPC,Thy1,Itgav_Itgb3,0.8649429384978415,0.0,0.0,0.9000202641176283,0.0,0.0,0.035077325619786714
Stromal,T-FAP,Adam15,Itgb3,0.8650854977830628,0.0,0.0,1.0,0.9,1.0,0.13491450221693724
T-FAP,T-FAP,Ncam1,Robo1,0.8652547657568885,1.0,1.0,0.27205193596169064,1.0,1.0,-0.5932028297951979
Endothelial,T-FAP,Serpine2,Lrp1,0.8654206623606089,0.0,1.0,0.9731165486428607,0.0,1.0,0.1076958862822518
TSPC,TSPC,Spon2,Itga5,0.8654435166594326,0.0,0.0,0.6620386710458966,0.0,0.0,-0.203404845613536
Tenocyte,T-FAP,Serpine1,Itgb5,0.8672682918220227,0.0,0.0,0.8774038417071263,0.0,0.0,0.010135549885103567
Stromal,T-FAP,Tnc,Itga5,0.867324939260327,1.0,0.79,0.46304951528720395,1.0,1.0,-0.4042754239731231
Endothelial,T-FAP,Serpinf1,Plxdc2,0.8678225703827431,1.0,1.0,0.935508832985033,1.0,1.0,0.06768626260228983
TSPC,T-FAP,Pthlh,Pth1r,0.8680424779514564,0.0,0.0,1.0,0.0,0.0,0.1319575220485436
Tenogenic-progenitor,T-FAP,Tgfb1,Egfr,0.8687903779147026,0.0,0.0,0.7168644118931391,0.0,0.0,-0.1519259660215635
Macrophage,TSPC,Pdgfa,Pdgfrb,0.8691196206517428,1.0,1.0,0.6250455959176826,1.0,1.0,-0.24407402473406015
Endothelial,TSPC,Serpine1,Plaur,0.8692992418494491,0.0,0.0,0.6527302077369475,0.25,0.0,-0.2165690341125016
Tenogenic-progenitor,T-FAP,Arf6,Smap1,0.8694788908874903,0.14,0.0,0.6688840255679466,0.98,1.0,-0.20059486531954374
Smooth_muscle,TSPC,Spp1,Itgav_Itgb3,0.8696863364606293,0.04,0.0,0.4338613986101446,0.69,0.0,-0.4358249378504847
Stromal,TSPC,Wnt5a,Fzd4,0.8704223788474137,0.1,1.0,1.0,0.16,1.0,0.1295776211525863
